SGD.id	SYMBOL	SYSTEMATIC.name	ABUNDANCE.value	ABUNDANCE.units
S000002483	Rad55p	YDR076W	854.0	molecules/cell
S000002484	Sed1p	YDR077W	5874.0	molecules/cell
S000002485	Shu2p	YDR078C	""	molecules/cell
S000002486	Pet100p	YDR079W	1499.0	molecules/cell
S000002487	Vps41p	YDR080W	1771.0	molecules/cell
S000002488	Pdc2p	YDR081C	1938.0	molecules/cell
S000002489	Stn1p	YDR082W	14.0	molecules/cell
S000002490	Rrp8p	YDR083W	3935.0	molecules/cell
S000002491	Tvp23p	YDR084C	2275.0	molecules/cell
S000002492	Afr1p	YDR085C	329.0	molecules/cell
S000002493	Sss1p	YDR086C	10099.0	molecules/cell
S000002494	Rrp1p	YDR087C	4869.0	molecules/cell
S000002495	Slu7p	YDR088C	2061.0	molecules/cell
S000002496	Vtc5p	YDR089W	1942.0	molecules/cell
S000002497	Ilt1p	YDR090C	2550.0	molecules/cell
S000002498	Rli1p	YDR091C	16040.0	molecules/cell
S000002499	Ubc13p	YDR092W	7265.0	molecules/cell
S000002500	Dnf2p	YDR093W	2836.0	molecules/cell
S000002501	Ydr094Wp	YDR094W	""	""
S000002502	Ydr095Cp	YDR095C	""	""
S000002503	Gis1p	YDR096W	2162.0	molecules/cell
S000002504	Msh6p	YDR097C	2793.0	molecules/cell
S000002505	Grx3p	YDR098C	7491.0	molecules/cell
S000002506	Bmh2p	YDR099W	42982.0	molecules/cell
S000002507	Tvp15p	YDR100W	4597.0	molecules/cell
S000002508	Arx1p	YDR101C	11002.0	molecules/cell
S000002509	Ydr102Cp	YDR102C	498.0	molecules/cell
S000002510	Ste5p	YDR103W	1766.0	molecules/cell
S000002511	Spo71p	YDR104C	162.0	molecules/cell
S000002512	Tms1p	YDR105C	3441.0	molecules/cell
S000002513	Arp10p	YDR106W	8.0	molecules/cell
S000002514	Tmn2p	YDR107C	1162.0	molecules/cell
S000002515	Trs85p	YDR108W	1206.0	molecules/cell
S000002516	Ydr109Cp	YDR109C	1149.0	molecules/cell
S000002517	Fob1p	YDR110W	1687.0	molecules/cell
S000002518	Alt2p	YDR111C	1716.0	molecules/cell
S000002519	Irc2p	YDR112W	""	""
S000002520	Pds1p	YDR113C	951.0	molecules/cell
S000002521	Ydr114Cp	YDR114C	1179.0	molecules/cell
S000002522	Mrx14p	YDR115W	1259.0	molecules/cell
S000002523	Mrpl1p	YDR116C	3737.0	molecules/cell
S000002524	Tma64p	YDR117C	5374.0	molecules/cell
S000002525	Apc4p	YDR118W	1364.0	molecules/cell
S000002526	Vba4p	YDR119W	3911.0	molecules/cell
S000002527	Trm1p	YDR120C	7582.0	molecules/cell
S000002528	Dpb4p	YDR121W	3148.0	molecules/cell
S000002529	Kin1p	YDR122W	2543.0	molecules/cell
S000002530	Ino2p	YDR123C	2146.0	molecules/cell
S000002531	Ydr124Wp	YDR124W	7763.0	molecules/cell
S000002532	Ecm18p	YDR125C	670.0	molecules/cell
S000002533	Swf1p	YDR126W	36.0	molecules/cell
S000002534	Aro1p	YDR127W	17669.0	molecules/cell
S000002535	Mtc5p	YDR128W	556.0	molecules/cell
S000002536	Sac6p	YDR129C	25994.0	molecules/cell
S000002537	Fin1p	YDR130C	1027.0	molecules/cell
S000002538	Ydr131Cp	YDR131C	538.0	molecules/cell
S000002539	Mrx16p	YDR132C	753.0	molecules/cell
S000002540	Ydr133Cp	YDR133C	""	""
S000002541	Ccw22p	YDR134C	""	""
S000002542	Ycf1p	YDR135C	4264.0	molecules/cell
S000002543	Vps61p	YDR136C	""	""
S000002544	Rgp1p	YDR137W	1630.0	molecules/cell
S000002545	Hpr1p	YDR138W	2556.0	molecules/cell
S000002546	Rub1p	YDR139C	1614.0	molecules/cell
S000002547	Mtq2p	YDR140W	1689.0	molecules/cell
S000002548	Dop1p	YDR141C	3198.0	molecules/cell
S000002549	Pex7p	YDR142C	645.0	molecules/cell
S000002550	San1p	YDR143C	1872.0	molecules/cell
S000002551	Mkc7p	YDR144C	1153.0	molecules/cell
S000002552	Taf12p	YDR145W	4067.0	molecules/cell
S000002553	Swi5p	YDR146C	1179.0	molecules/cell
S000002554	Eki1p	YDR147W	1902.0	molecules/cell
S000002555	Kgd2p	YDR148C	6516.0	molecules/cell
S000002556	Ydr149Cp	YDR149C	""	""
S000002557	Num1p	YDR150W	3679.0	molecules/cell
S000002558	Cth1p	YDR151C	1730.0	molecules/cell
S000002559	Gir2p	YDR152W	7474.0	molecules/cell
S000002560	Ent5p	YDR153C	5591.0	molecules/cell
S000002561	Ydr154Cp	YDR154C	""	""
S000002562	Cpr1p	YDR155C	95442.0	molecules/cell
S000002563	Rpa14p	YDR156W	3969.0	molecules/cell
S000002564	Ydr157Wp	YDR157W	""	""
S000002565	Hom2p	YDR158W	26502.0	molecules/cell
S000002566	Sac3p	YDR159W	1039.0	molecules/cell
S000002567	Ssy1p	YDR160W	515.0	molecules/cell
S000002568	Acl4p	YDR161W	4073.0	molecules/cell
S000002569	Nbp2p	YDR162C	2478.0	molecules/cell
S000002570	Cwc15p	YDR163W	2827.0	molecules/cell
S000002571	Sec1p	YDR164C	3453.0	molecules/cell
S000002572	Trm82p	YDR165W	6694.0	molecules/cell
S000002573	Sec5p	YDR166C	2518.0	molecules/cell
S000002574	Taf10p	YDR167W	4008.0	molecules/cell
S000002575	Cdc37p	YDR168W	10200.0	molecules/cell
S000002576	Stb3p	YDR169C	2856.0	molecules/cell
S000002577	Sec7p	YDR170C	5253.0	molecules/cell
S000002578	Hsp42p	YDR171W	7790.0	molecules/cell
S000002579	Sup35p	YDR172W	26399.0	molecules/cell
S000002580	Arg82p	YDR173C	2720.0	molecules/cell
S000002581	Hmo1p	YDR174W	13337.0	molecules/cell
S000002582	Rsm24p	YDR175C	3230.0	molecules/cell
S000002583	Ngg1p	YDR176W	2457.0	molecules/cell
S000002584	Ubc1p	YDR177W	8210.0	molecules/cell
S000002585	Sdh4p	YDR178W	2850.0	molecules/cell
S000002586	Csn9p	YDR179C	917.0	molecules/cell
S000002587	Nvj3p	YDR179W-A	259.0	molecules/cell
S000002588	Scc2p	YDR180W	1567.0	molecules/cell
S000002589	Sas4p	YDR181C	718.0	molecules/cell
S000002590	Cdc1p	YDR182W	2263.0	molecules/cell
S000002591	Plp1p	YDR183W	1565.0	molecules/cell
S000002592	Atc1p	YDR184C	660.0	molecules/cell
S000002593	Ups3p	YDR185C	1523.0	molecules/cell
S000002594	Snd1p	YDR186C	1256.0	molecules/cell
S000002595	Ydr187Cp	YDR187C	""	""
S000002596	Cct6p	YDR188W	13342.0	molecules/cell
S000002597	Sly1p	YDR189W	6155.0	molecules/cell
S000002598	Rvb1p	YDR190C	13124.0	molecules/cell
S000002599	Hst4p	YDR191W	1271.0	molecules/cell
S000002600	Nup42p	YDR192C	1419.0	molecules/cell
S000002601	Ydr193Wp	YDR193W	""	""
S000002602	Mss116p	YDR194C	7460.0	molecules/cell
S000002603	Ref2p	YDR195W	3264.0	molecules/cell
S000002604	Cab5p	YDR196C	2249.0	molecules/cell
S000002605	Cbs2p	YDR197W	2140.0	molecules/cell
S000002606	Rkm2p	YDR198C	583.0	molecules/cell
S000002607	Ydr199Wp	YDR199W	""	""
S000002608	Vps64p	YDR200C	926.0	molecules/cell
S000002609	Spc19p	YDR201W	1457.0	molecules/cell
S000002610	Rav2p	YDR202C	2030.0	molecules/cell
S000002611	Ydr203Wp	YDR203W	""	""
S000002612	Coq4p	YDR204W	2488.0	molecules/cell
S000002613	Msc2p	YDR205W	1425.0	molecules/cell
S000002614	Ebs1p	YDR206W	1368.0	molecules/cell
S000002615	Ume6p	YDR207C	1199.0	molecules/cell
S000002616	Mss4p	YDR208W	1925.0	molecules/cell
S000002617	Ydr209Cp	YDR209C	1208.0	molecules/cell
S000002618	Cpp2p	YDR210W	2333.0	molecules/cell
S000002619	Gcd6p	YDR211W	7882.0	molecules/cell
S000002620	Tcp1p	YDR212W	16756.0	molecules/cell
S000002621	Upc2p	YDR213W	746.0	molecules/cell
S000002622	Aha1p	YDR214W	13820.0	molecules/cell
S000002623	Ydr215Cp	YDR215C	""	""
S000002624	Adr1p	YDR216W	1576.0	molecules/cell
S000002625	Rad9p	YDR217C	1279.0	molecules/cell
S000002626	Spr28p	YDR218C	""	""
S000002627	Mfb1p	YDR219C	1690.0	molecules/cell
S000002628	Ydr220Cp	YDR220C	""	""
S000002629	Gtb1p	YDR221W	2547.0	molecules/cell
S000002630	Ydr222Wp	YDR222W	1225.0	molecules/cell
S000002631	Crf1p	YDR223W	""	molecules/cell
S000002632	Htb1p	YDR224C	134559.0	molecules/cell
S000002633	Hta1p	YDR225W	14327.0	molecules/cell
S000002634	Adk1p	YDR226W	56107.0	molecules/cell
S000002635	Sir4p	YDR227W	1446.0	molecules/cell
S000002636	Pcf11p	YDR228C	2800.0	molecules/cell
S000002637	Ivy1p	YDR229W	3099.0	molecules/cell
S000002638	Ydr230Wp	YDR230W	""	""
S000002639	Cox20p	YDR231C	2558.0	molecules/cell
S000002640	Hem1p	YDR232W	5028.0	molecules/cell
S000002641	Rtn1p	YDR233C	37100.0	molecules/cell
S000002642	Lys4p	YDR234W	8761.0	molecules/cell
S000002643	Prp42p	YDR235W	1895.0	molecules/cell
S000002644	Fmn1p	YDR236C	2456.0	molecules/cell
S000002645	Mrpl7p	YDR237W	3880.0	molecules/cell
S000002646	Sec26p	YDR238C	16487.0	molecules/cell
S000002647	Ydr239Cp	YDR239C	1325.0	molecules/cell
S000002648	Snu56p	YDR240C	1564.0	molecules/cell
S000002649	Bud26p	YDR241W	""	""
S000002650	Amd2p	YDR242W	561.0	molecules/cell
S000002651	Prp28p	YDR243C	1874.0	molecules/cell
S000002652	Pex5p	YDR244W	1677.0	molecules/cell
S000002653	Mnn10p	YDR245W	3189.0	molecules/cell
S000002654	Trs23p	YDR246W	2989.0	molecules/cell
S000002655	Vhs1p	YDR247W	784.0	molecules/cell
S000002656	Ydr248Cp	YDR248C	3301.0	molecules/cell
S000002657	Ydr249Cp	YDR249C	1261.0	molecules/cell
S000002658	Ydr250Cp	YDR250C	""	""
S000002659	Pam1p	YDR251W	4246.0	molecules/cell
S000002660	Btt1p	YDR252W	1954.0	molecules/cell
S000002661	Met32p	YDR253C	432.0	molecules/cell
S000002662	Chl4p	YDR254W	606.0	molecules/cell
S000002663	Rmd5p	YDR255C	1206.0	molecules/cell
S000002664	Cta1p	YDR256C	1032.0	molecules/cell
S000002665	Rkm4p	YDR257C	3686.0	molecules/cell
S000002666	Hsp78p	YDR258C	7728.0	molecules/cell
S000002667	Yap6p	YDR259C	682.0	molecules/cell
S000002668	Swm1p	YDR260C	""	""
S000002669	Exg2p	YDR261C	2727.0	molecules/cell
S000002670	Ydr262Wp	YDR262W	2179.0	molecules/cell
S000002671	Din7p	YDR263C	""	""
S000002672	Akr1p	YDR264C	4094.0	molecules/cell
S000002673	Pex10p	YDR265W	707.0	molecules/cell
S000002674	Hel2p	YDR266C	3143.0	molecules/cell
S000002675	Cia1p	YDR267C	3008.0	molecules/cell
S000002676	Msw1p	YDR268W	2482.0	molecules/cell
S000002677	Ydr269Cp	YDR269C	""	""
S000002678	Ccc2p	YDR270W	1155.0	molecules/cell
S000002679	Ydr271Cp	YDR271C	""	""
S000002680	Glo2p	YDR272W	8432.0	molecules/cell
S000002681	Don1p	YDR273W	""	molecules/cell
S000002682	Ydr274Cp	YDR274C	""	""
S000002683	Tld1p	YDR275W	1305.0	molecules/cell
S000002684	Pmp3p	YDR276C	23654.0	molecules/cell
S000002685	Mth1p	YDR277C	3589.0	molecules/cell
S000002686	Ydr278Cp	YDR278C	""	""
S000002687	Rnh202p	YDR279W	1832.0	molecules/cell
S000002688	Rrp45p	YDR280W	4044.0	molecules/cell
S000002689	Phm6p	YDR281C	""	""
S000002690	Mrx10p	YDR282C	339.0	molecules/cell
S000002691	Gcn2p	YDR283C	1548.0	molecules/cell
S000002692	Dpp1p	YDR284C	3035.0	molecules/cell
S000002693	Zip1p	YDR285W	391.0	molecules/cell
S000002694	Mgp12p	YDR286C	1302.0	molecules/cell
S000002695	Inm2p	YDR287W	2013.0	molecules/cell
S000002696	Nse3p	YDR288W	1898.0	molecules/cell
S000002697	Rtt103p	YDR289C	4062.0	molecules/cell
S000002698	Ydr290Wp	YDR290W	""	""
S000002699	Hrq1p	YDR291W	727.0	molecules/cell
S000002700	Srp101p	YDR292C	4444.0	molecules/cell
S000002701	Ssd1p	YDR293C	8259.0	molecules/cell
S000002702	Dpl1p	YDR294C	4813.0	molecules/cell
S000002703	Hda2p	YDR295C	2332.0	molecules/cell
S000002704	Mhr1p	YDR296W	4490.0	molecules/cell
S000002705	Sur2p	YDR297W	5344.0	molecules/cell
S000002706	Atp5p	YDR298C	24239.0	molecules/cell
S000002707	Bfr2p	YDR299W	6802.0	molecules/cell
S000002708	Pro1p	YDR300C	8992.0	molecules/cell
S000002709	Cft1p	YDR301W	2002.0	molecules/cell
S000002710	Gpi11p	YDR302W	5059.0	molecules/cell
S000002711	Rsc3p	YDR303C	3230.0	molecules/cell
S000002712	Cpr5p	YDR304C	11621.0	molecules/cell
S000002713	Hnt2p	YDR305C	3004.0	molecules/cell
S000002714	Pfu1p	YDR306C	1386.0	molecules/cell
S000002715	Pmt7p	YDR307W	2230.0	molecules/cell
S000002716	Srb7p	YDR308C	1994.0	molecules/cell
S000002717	Gic2p	YDR309C	1245.0	molecules/cell
S000002718	Sum1p	YDR310C	2527.0	molecules/cell
S000002719	Tfb1p	YDR311W	3260.0	molecules/cell
S000002720	Ssf2p	YDR312W	2545.0	molecules/cell
S000002721	Pib1p	YDR313C	1449.0	molecules/cell
S000002722	Rad34p	YDR314C	114.0	molecules/cell
S000002723	Ipk1p	YDR315C	1345.0	molecules/cell
S000002724	Oms1p	YDR316W	1768.0	molecules/cell
S000002725	Him1p	YDR317W	1254.0	molecules/cell
S000002726	Mcm21p	YDR318W	952.0	molecules/cell
S000002727	Yft2p	YDR319C	2213.0	molecules/cell
S000002728	Swa2p	YDR320C	2927.0	molecules/cell
S000002729	Asp1p	YDR321W	11287.0	molecules/cell
S000002730	Mrpl35p	YDR322W	3928.0	molecules/cell
S000002731	Pep7p	YDR323C	768.0	molecules/cell
S000002732	Utp4p	YDR324C	4082.0	molecules/cell
S000002733	Ycg1p	YDR325W	1535.0	molecules/cell
S000002734	Ysp2p	YDR326C	1886.0	molecules/cell
S000002735	Ydr327Wp	YDR327W	""	""
S000002736	Skp1p	YDR328C	5623.0	molecules/cell
S000002737	Pex3p	YDR329C	1583.0	molecules/cell
S000002738	Ubx5p	YDR330W	2492.0	molecules/cell
S000002739	Gpi8p	YDR331W	2573.0	molecules/cell
S000002740	Irc3p	YDR332W	218.0	molecules/cell
S000002741	Rqc1p	YDR333C	2360.0	molecules/cell
S000002742	Swr1p	YDR334W	765.0	molecules/cell
S000002743	Msn5p	YDR335W	3187.0	molecules/cell
S000002744	Mrx8p	YDR336W	""	""
S000002745	Mrps28p	YDR337W	4063.0	molecules/cell
S000002746	Ydr338Cp	YDR338C	1258.0	molecules/cell
S000002747	Fcf1p	YDR339C	2509.0	molecules/cell
S000002748	Ydr340Wp	YDR340W	""	""
S000002749	Ydr341Cp	YDR341C	26491.0	molecules/cell
S000002750	Hxt7p	YDR342C	6150.0	molecules/cell
S000002751	Hxt6p	YDR343C	25872.0	molecules/cell
S000002752	Ydr344Cp	YDR344C	""	""
S000002753	Hxt3p	YDR345C	19445.0	molecules/cell
S000002754	Svf1p	YDR346C	13711.0	molecules/cell
S000002755	Mrp1p	YDR347W	4399.0	molecules/cell
S000002756	Pal1p	YDR348C	3893.0	molecules/cell
S000002757	Yps7p	YDR349C	1085.0	molecules/cell
S000002758	Atp22p	YDR350C	867.0	molecules/cell
S000002759	Sbe2p	YDR351W	716.0	molecules/cell
S000002760	Ypq2p	YDR352W	4289.0	molecules/cell
S000002761	Trr1p	YDR353W	37897.0	molecules/cell
S000002762	Trp4p	YDR354W	5878.0	molecules/cell
S000002763	Ydr355Cp	YDR355C	""	""
S000002764	Spc110p	YDR356W	3057.0	molecules/cell
S000002765	Cnl1p	YDR357C	1317.0	molecules/cell
S000002766	Gga1p	YDR358W	5001.0	molecules/cell
S000002767	Eaf1p	YDR359C	1346.0	molecules/cell
S000002768	Opi7p	YDR360W	""	""
S000002769	Bcp1p	YDR361C	6452.0	molecules/cell
S000002770	Tfc6p	YDR362C	1603.0	molecules/cell
S000002771	Esc2p	YDR363W	1263.0	molecules/cell
S000002772	Cdc40p	YDR364C	1630.0	molecules/cell
S000002773	Esf1p	YDR365C	5700.0	molecules/cell
S000002774	Mor1p	YDR366C	1244.0	molecules/cell
S000002775	Kei1p	YDR367W	3614.0	molecules/cell
S000002776	Ypr1p	YDR368W	14884.0	molecules/cell
S000002777	Xrs2p	YDR369C	437.0	molecules/cell
S000002778	Dxo1p	YDR370C	665.0	molecules/cell
S000002779	Cts2p	YDR371W	1628.0	molecules/cell
S000002780	Vps74p	YDR372C	4642.0	molecules/cell
S000002781	Frq1p	YDR373W	2664.0	molecules/cell
S000002782	Pho92p	YDR374C	""	""
S000002783	Bcs1p	YDR375C	1538.0	molecules/cell
S000002784	Arh1p	YDR376W	1945.0	molecules/cell
S000002785	Atp17p	YDR377W	5942.0	molecules/cell
S000002786	Lsm6p	YDR378C	8894.0	molecules/cell
S000002787	Rga2p	YDR379W	1830.0	molecules/cell
S000002788	Aro10p	YDR380W	5068.0	molecules/cell
S000002789	Yra1p	YDR381W	26822.0	molecules/cell
S000002790	Rpp2Bp	YDR382W	134732.0	molecules/cell
S000002791	Nkp1p	YDR383C	2589.0	molecules/cell
S000002792	Ato3p	YDR384C	2211.0	molecules/cell
S000002793	Eft2p	YDR385W	93385.0	molecules/cell
S000002794	Mus81p	YDR386W	576.0	molecules/cell
S000002795	Cin10p	YDR387C	""	molecules/cell
S000002796	Rvs167p	YDR388W	10054.0	molecules/cell
S000002797	Sac7p	YDR389W	2368.0	molecules/cell
S000002798	Uba2p	YDR390C	3562.0	molecules/cell
S000002799	Ydr391Cp	YDR391C	3345.0	molecules/cell
S000002800	Spt3p	YDR392W	1593.0	molecules/cell
S000002801	She9p	YDR393W	805.0	molecules/cell
S000002802	Rpt3p	YDR394W	5232.0	molecules/cell
S000002803	Sxm1p	YDR395W	7202.0	molecules/cell
S000002804	Ydr396Wp	YDR396W	""	""
S000002805	Ncb2p	YDR397C	5479.0	molecules/cell
S000002806	Utp5p	YDR398W	4755.0	molecules/cell
S000002807	Hpt1p	YDR399W	10533.0	molecules/cell
S000002808	Urh1p	YDR400W	2610.0	molecules/cell
S000002809	Ydr401Wp	YDR401W	""	""
S000002810	Dit2p	YDR402C	""	""
S000002811	Dit1p	YDR403W	""	molecules/cell
S000002812	Rpb7p	YDR404C	6517.0	molecules/cell
S000002813	Mrp20p	YDR405W	3058.0	molecules/cell
S000002814	Pdr15p	YDR406W	2838.0	molecules/cell
S000002815	Trs120p	YDR407C	2048.0	molecules/cell
S000002816	Ade8p	YDR408C	7420.0	molecules/cell
S000002817	Siz1p	YDR409W	540.0	molecules/cell
S000002818	Ste14p	YDR410C	1719.0	molecules/cell
S000002819	Dfm1p	YDR411C	3467.0	molecules/cell
S000002820	Rrp17p	YDR412W	3184.0	molecules/cell
S000002821	Ydr413Cp	YDR413C	""	""
S000002822	Erd1p	YDR414C	1134.0	molecules/cell
S000002823	Ydr415Cp	YDR415C	1217.0	molecules/cell
S000002824	Syf1p	YDR416W	1377.0	molecules/cell
S000002825	Ydr417Cp	YDR417C	""	""
S000002826	Rpl12Bp	YDR418W	79137.0	molecules/cell
S000002827	Rad30p	YDR419W	756.0	molecules/cell
S000002828	Hkr1p	YDR420W	1783.0	molecules/cell
S000002829	Aro80p	YDR421W	345.0	molecules/cell
S000002830	Sip1p	YDR422C	1782.0	molecules/cell
S000002831	Cad1p	YDR423C	1183.0	molecules/cell
S000002832	Dyn2p	YDR424C	5285.0	molecules/cell
S000002833	Snx41p	YDR425W	1729.0	molecules/cell
S000002834	Ydr426Cp	YDR426C	""	""
S000002835	Rpn9p	YDR427W	14071.0	molecules/cell
S000002836	Bna7p	YDR428C	3086.0	molecules/cell
S000002837	Tif35p	YDR429C	12175.0	molecules/cell
S000002838	Cym1p	YDR430C	4862.0	molecules/cell
S000002839	Ydr431Wp	YDR431W	""	""
S000002840	Npl3p	YDR432W	34936.0	molecules/cell
S000002841	Ydr433Wp	YDR433W	""	""
S000002842	Gpi17p	YDR434W	3489.0	molecules/cell
S000002843	Ppm1p	YDR435C	2046.0	molecules/cell
S000002844	Ppz2p	YDR436W	813.0	molecules/cell
S000002845	Gpi19p	YDR437W	1335.0	molecules/cell
S000002846	Thi74p	YDR438W	""	molecules/cell
S000002847	Lrs4p	YDR439W	1441.0	molecules/cell
S000002848	Dot1p	YDR440W	1310.0	molecules/cell
S000002849	Apt2p	YDR441C	2622.0	molecules/cell
S000002850	Ydr442Wp	YDR442W	""	""
S000002851	Ssn2p	YDR443C	1512.0	molecules/cell
S000002852	Ydr444Wp	YDR444W	851.0	molecules/cell
S000002853	Ydr445Cp	YDR445C	""	""
S000002854	Ecm11p	YDR446W	""	""
S000002855	Rps17Bp	YDR447C	83909.0	molecules/cell
S000002856	Ada2p	YDR448W	2389.0	molecules/cell
S000002857	Utp6p	YDR449C	4319.0	molecules/cell
S000002858	Rps18Ap	YDR450W	38112.0	molecules/cell
S000002859	Yhp1p	YDR451C	857.0	molecules/cell
S000002860	Ppn1p	YDR452W	2626.0	molecules/cell
S000002861	Tsa2p	YDR453C	4351.0	molecules/cell
S000002862	Guk1p	YDR454C	24575.0	molecules/cell
S000002863	Ydr455Cp	YDR455C	""	""
S000002864	Nhx1p	YDR456W	2365.0	molecules/cell
S000002865	Tom1p	YDR457W	2853.0	molecules/cell
S000002866	Heh2p	YDR458C	2071.0	molecules/cell
S000002867	Pfa5p	YDR459C	""	molecules/cell
S000002868	Tfb3p	YDR460W	2530.0	molecules/cell
S000002869	Mfa1p	YDR461W	26175.0	molecules/cell
S000002870	Mrpl28p	YDR462W	3243.0	molecules/cell
S000002871	Stp1p	YDR463W	1005.0	molecules/cell
S000002872	Spp41p	YDR464W	1422.0	molecules/cell
S000002873	Rmt2p	YDR465C	3460.0	molecules/cell
S000002874	Pkh3p	YDR466W	676.0	molecules/cell
S000002875	Ydr467Cp	YDR467C	""	""
S000002876	Tlg1p	YDR468C	2987.0	molecules/cell
S000002877	Sdc1p	YDR469W	1918.0	molecules/cell
S000002878	Ugo1p	YDR470C	1376.0	molecules/cell
S000002879	Rpl27Bp	YDR471W	46600.0	molecules/cell
S000002880	Trs31p	YDR472W	3051.0	molecules/cell
S000002881	Prp3p	YDR473C	1582.0	molecules/cell
S000002883	Jip4p	YDR475C	1350.0	molecules/cell
S000002884	Ydr476Cp	YDR476C	2991.0	molecules/cell
S000002885	Snf1p	YDR477W	5622.0	molecules/cell
S000002886	Snm1p	YDR478W	1540.0	molecules/cell
S000002887	Pex29p	YDR479C	1842.0	molecules/cell
S000002888	Dig2p	YDR480W	1332.0	molecules/cell
S000002889	Pho8p	YDR481C	3505.0	molecules/cell
S000002890	Cwc21p	YDR482C	2120.0	molecules/cell
S000002891	Kre2p	YDR483W	8607.0	molecules/cell
S000002892	Vps52p	YDR484W	2363.0	molecules/cell
S000002893	Vps72p	YDR485C	1253.0	molecules/cell
S000002894	Vps60p	YDR486C	2959.0	molecules/cell
S000002895	Rib3p	YDR487C	14322.0	molecules/cell
S000002896	Pac11p	YDR488C	752.0	molecules/cell
S000002897	Sld5p	YDR489W	1572.0	molecules/cell
S000002898	Pkh1p	YDR490C	1767.0	molecules/cell
S000002899	Ydr491Cp	YDR491C	""	""
S000002900	Izh1p	YDR492W	1515.0	molecules/cell
S000002901	Mzm1p	YDR493W	2495.0	molecules/cell
S000002902	Rsm28p	YDR494W	2139.0	molecules/cell
S000002903	Vps3p	YDR495C	1316.0	molecules/cell
S000002904	Puf6p	YDR496C	6829.0	molecules/cell
S000002905	Itr1p	YDR497C	6840.0	molecules/cell
S000002906	Sec20p	YDR498C	1917.0	molecules/cell
S000002907	Lcd1p	YDR499W	1000.0	molecules/cell
S000002908	Rpl37Bp	YDR500C	28792.0	molecules/cell
S000002909	Plm2p	YDR501W	436.0	molecules/cell
S000002910	Sam2p	YDR502C	38998.0	molecules/cell
S000002911	Lpp1p	YDR503C	1054.0	molecules/cell
S000002912	Spg3p	YDR504C	3318.0	molecules/cell
S000002913	Psp1p	YDR505C	2885.0	molecules/cell
S000002914	Gmc1p	YDR506C	885.0	molecules/cell
S000002915	Gin4p	YDR507C	3100.0	molecules/cell
S000002916	Gnp1p	YDR508C	11584.0	molecules/cell
S000002917	Ydr509Wp	YDR509W	""	""
S000002918	Smt3p	YDR510W	15700.0	molecules/cell
S000002919	Sdh7p	YDR511W	1812.0	molecules/cell
S000002920	Emi1p	YDR512C	1979.0	molecules/cell
S000002921	Grx2p	YDR513W	17817.0	molecules/cell
S000002922	Ydr514Cp	YDR514C	863.0	molecules/cell
S000002923	Slf1p	YDR515W	2997.0	molecules/cell
S000002924	Emi2p	YDR516C	6825.0	molecules/cell
S000002925	Grh1p	YDR517W	4576.0	molecules/cell
S000002926	Eug1p	YDR518W	6613.0	molecules/cell
S000002927	Fpr2p	YDR519W	6627.0	molecules/cell
S000002928	Urc2p	YDR520C	780.0	molecules/cell
S000002929	Ydr521Wp	YDR521W	""	""
S000002930	Sps2p	YDR522C	238.0	molecules/cell
S000002931	Sps1p	YDR523C	2611.0	molecules/cell
S000002932	Age1p	YDR524C	597.0	molecules/cell
S000002933	Api2p	YDR525W	""	""
S000002934	Ydr526Cp	YDR526C	""	""
S000002935	Rba50p	YDR527W	2602.0	molecules/cell
S000002936	Hlr1p	YDR528W	1469.0	molecules/cell
S000002937	Qcr7p	YDR529C	13267.0	molecules/cell
S000002938	Apa2p	YDR530C	2833.0	molecules/cell
S000002939	Cab1p	YDR531W	3663.0	molecules/cell
S000002940	Kre28p	YDR532C	1745.0	molecules/cell
S000002941	Hsp31p	YDR533C	6441.0	molecules/cell
S000002942	Fit1p	YDR534C	""	""
S000002943	Ydr535Cp	YDR535C	""	""
S000002944	Stl1p	YDR536W	""	""
S000002945	Ydr537Cp	YDR537C	""	""
S000002946	Pad1p	YDR538W	1396.0	molecules/cell
S000002947	Fdc1p	YDR539W	3195.0	molecules/cell
S000002948	Irc4p	YDR540C	403.0	molecules/cell
S000002949	Ydr541Cp	YDR541C	613.0	molecules/cell
S000002950	Pau10p	YDR542W	""	""
S000002951	Ydr543Cp	YDR543C	""	""
S000002952	Ydr544Cp	YDR544C	""	""
S000002953	Yrf1-1p	YDR545W	635.0	molecules/cell
S000002954	Som1p	YEL059C-A	1094.0	molecules/cell
S000002955	Yel076C-Ap	YEL076C-A	""	""
S000002956	Yel075W-Ap	YEL075W-A	""	""
S000002957	Tma20p	YER007C-A	8015.0	molecules/cell
S000002958	Fcy22p	YER060W-A	""	""
S000002959	Yer066C-Ap	YER066C-A	""	""
S000002960	Aim11p	YER093C-A	1329.0	molecules/cell
S000002961	Yer119C-Ap	YER119C-A	""	""
S000002962	Yfl002W-Ap	YFL002W-A	""	""
S000002964	Yfl012W-Ap	YFL012W-A	""	""
S000002965	Smx2p	YFL017W-A	5058.0	molecules/cell
S000002968	Lsb3p	YFR024C-A	6043.0	molecules/cell
S000002969	Erg26p	YGL001C	8667.0	molecules/cell
S000002970	Erp6p	YGL002W	1022.0	molecules/cell
S000002971	Cdh1p	YGL003C	632.0	molecules/cell
S000002972	Rpn14p	YGL004C	2210.0	molecules/cell
S000002973	Cog7p	YGL005C	2389.0	molecules/cell
S000002974	Pmc1p	YGL006W	3371.0	molecules/cell
