SGD.id	SYMBOL	SYSTEMATIC.name	ABUNDANCE.value	ABUNDANCE.units
S000003869	Abm1p	YJR108W	1248.0	molecules/cell
S000003870	Cpa2p	YJR109C	27875.0	molecules/cell
S000003871	Ymr1p	YJR110W	1165.0	molecules/cell
S000003872	Pxp2p	YJR111C	1946.0	molecules/cell
S000003873	Nnf1p	YJR112W	2315.0	molecules/cell
S000003874	Rsm7p	YJR113C	3827.0	molecules/cell
S000003875	Yjr114Wp	YJR114W	""	""
S000003876	Yjr115Wp	YJR115W	1405.0	molecules/cell
S000003877	Tda4p	YJR116W	1840.0	molecules/cell
S000003878	Ste24p	YJR117W	9882.0	molecules/cell
S000003879	Ilm1p	YJR118C	1600.0	molecules/cell
S000003880	Jhd2p	YJR119C	814.0	molecules/cell
S000003881	Dmo1p	YJR120W	1325.0	molecules/cell
S000003882	Atp2p	YJR121W	35594.0	molecules/cell
S000003883	Iba57p	YJR122W	995.0	molecules/cell
S000003884	Rps5p	YJR123W	46502.0	molecules/cell
S000003885	Yjr124Cp	YJR124C	736.0	molecules/cell
S000003886	Ent3p	YJR125C	9667.0	molecules/cell
S000003887	Vps70p	YJR126C	60.0	molecules/cell
S000003888	Rsf2p	YJR127C	1222.0	molecules/cell
S000003889	Yjr128Wp	YJR128W	""	""
S000003890	Efm3p	YJR129C	783.0	molecules/cell
S000003891	Str2p	YJR130C	2336.0	molecules/cell
S000003892	Mns1p	YJR131W	2309.0	molecules/cell
S000003893	Nmd5p	YJR132W	2978.0	molecules/cell
S000003894	Xpt1p	YJR133W	2621.0	molecules/cell
S000003895	Sgm1p	YJR134C	2150.0	molecules/cell
S000003896	Mcm22p	YJR135C	1030.0	molecules/cell
S000003897	Tti2p	YJR136C	1211.0	molecules/cell
S000003898	Met5p	YJR137C	6101.0	molecules/cell
S000003899	Iml1p	YJR138W	1195.0	molecules/cell
S000003900	Hom6p	YJR139C	27970.0	molecules/cell
S000003901	Hir3p	YJR140C	805.0	molecules/cell
S000003902	Ipa1p	YJR141W	723.0	molecules/cell
S000003903	Yjr142Wp	YJR142W	3185.0	molecules/cell
S000003904	Pmt4p	YJR143C	3728.0	molecules/cell
S000003905	Mgm101p	YJR144W	8649.0	molecules/cell
S000003906	Rps4Ap	YJR145C	99147.0	molecules/cell
S000003907	Yjr146Wp	YJR146W	1266.0	molecules/cell
S000003908	Hms2p	YJR147W	2050.0	molecules/cell
S000003909	Bat2p	YJR148W	15613.0	molecules/cell
S000003910	Yjr149Wp	YJR149W	1732.0	molecules/cell
S000003911	Dan1p	YJR150C	""	""
S000003912	Dan4p	YJR151C	2844.0	molecules/cell
S000003913	Dal5p	YJR152W	1617.0	molecules/cell
S000003914	Pgu1p	YJR153W	2578.0	molecules/cell
S000003915	Yjr154Wp	YJR154W	1197.0	molecules/cell
S000003916	Aad10p	YJR155W	4442.0	molecules/cell
S000003917	Thi11p	YJR156C	752.0	molecules/cell
S000003918	Yjr157Wp	YJR157W	""	""
S000003919	Hxt16p	YJR158W	""	""
S000003920	Sor1p	YJR159W	1193.0	molecules/cell
S000003921	Mph3p	YJR160C	""	""
S000003922	Cos5p	YJR161C	163.0	molecules/cell
S000003923	Yjr162Cp	YJR162C	""	""
S000003924	Dnm1p	YLL001W	7723.0	molecules/cell
S000003925	Rtt109p	YLL002W	1140.0	molecules/cell
S000003926	Sfi1p	YLL003W	444.0	molecules/cell
S000003927	Orc3p	YLL004W	1081.0	molecules/cell
S000003928	Spo75p	YLL005C	""	""
S000003929	Mmm1p	YLL006W	1836.0	molecules/cell
S000003930	Lmo1p	YLL007C	1081.0	molecules/cell
S000003931	Drs1p	YLL008W	5978.0	molecules/cell
S000003932	Cox17p	YLL009C	16810.0	molecules/cell
S000003933	Psr1p	YLL010C	2317.0	molecules/cell
S000003934	Sof1p	YLL011W	4744.0	molecules/cell
S000003935	Yeh1p	YLL012W	2544.0	molecules/cell
S000003936	Puf3p	YLL013C	4302.0	molecules/cell
S000003937	Emc6p	YLL014W	2721.0	molecules/cell
S000003938	Bpt1p	YLL015W	2489.0	molecules/cell
S000003939	Sdc25p	YLL016W	""	""
S000003940	Yll017Wp	YLL017W	""	""
S000003941	Dps1p	YLL018C	33156.0	molecules/cell
S000003942	Kns1p	YLL019C	1252.0	molecules/cell
S000003943	Yll020Cp	YLL020C	""	""
S000003944	Spa2p	YLL021W	6758.0	molecules/cell
S000003945	Hif1p	YLL022C	3047.0	molecules/cell
S000003946	Pom33p	YLL023C	3588.0	molecules/cell
S000003947	Ssa2p	YLL024C	229625.0	molecules/cell
S000003948	Pau17p	YLL025W	1323.0	molecules/cell
S000003949	Hsp104p	YLL026W	35086.0	molecules/cell
S000003950	Isa1p	YLL027W	1070.0	molecules/cell
S000003951	Tpo1p	YLL028W	3171.0	molecules/cell
S000003952	Fra1p	YLL029W	4868.0	molecules/cell
S000003953	Rrt7p	YLL030C	""	""
S000003954	Gpi13p	YLL031C	2443.0	molecules/cell
S000003955	Yll032Cp	YLL032C	1510.0	molecules/cell
S000003956	Irc19p	YLL033W	377.0	molecules/cell
S000003957	Rix7p	YLL034C	4641.0	molecules/cell
S000003958	Grc3p	YLL035W	523.0	molecules/cell
S000003959	Prp19p	YLL036C	3059.0	molecules/cell
S000003960	Yll037Wp	YLL037W	""	""
S000003961	Ent4p	YLL038C	2497.0	molecules/cell
S000003962	Ubi4p	YLL039C	4541.0	molecules/cell
S000003963	Vps13p	YLL040C	3576.0	molecules/cell
S000003964	Sdh2p	YLL041C	5512.0	molecules/cell
S000003965	Atg10p	YLL042C	""	""
S000003966	Fps1p	YLL043W	2264.0	molecules/cell
S000003967	Yll044Wp	YLL044W	""	""
S000003968	Rpl8Bp	YLL045C	91729.0	molecules/cell
S000003969	Rnp1p	YLL046C	""	""
S000003970	Yll047Wp	YLL047W	""	""
S000003971	Ybt1p	YLL048C	5661.0	molecules/cell
S000003972	Ldb18p	YLL049W	""	""
S000003973	Cof1p	YLL050C	47902.0	molecules/cell
S000003974	Fre6p	YLL051C	2026.0	molecules/cell
S000003975	Aqy2p	YLL052C	1579.0	molecules/cell
S000003976	Yll053Cp	YLL053C	1216.0	molecules/cell
S000003977	Yll054Cp	YLL054C	216.0	molecules/cell
S000003978	Yct1p	YLL055W	1122.0	molecules/cell
S000003979	Yll056Cp	YLL056C	2805.0	molecules/cell
S000003980	Jlp1p	YLL057C	573.0	molecules/cell
S000003981	Hsu1p	YLL058W	933.0	molecules/cell
S000003982	Yll059Cp	YLL059C	""	""
S000003983	Gtt2p	YLL060C	1250.0	molecules/cell
S000003984	Mmp1p	YLL061W	669.0	molecules/cell
S000003985	Mht1p	YLL062C	2541.0	molecules/cell
S000003986	Ayt1p	YLL063C	""	""
S000003987	Pau18p	YLL064C	""	""
S000003988	Yll065Wp	YLL065W	""	""
S000003989	Yll066Cp	YLL066C	1156.0	molecules/cell
S000003990	Yll067Cp	YLL067C	2187.0	molecules/cell
S000003991	Ylr001Cp	YLR001C	1460.0	molecules/cell
S000003992	Noc3p	YLR002C	5039.0	molecules/cell
S000003993	Cms1p	YLR003C	4463.0	molecules/cell
S000003994	Thi73p	YLR004C	3894.0	molecules/cell
S000003995	Ssl1p	YLR005W	2340.0	molecules/cell
S000003996	Ssk1p	YLR006C	1790.0	molecules/cell
S000003997	Nse1p	YLR007W	750.0	molecules/cell
S000003998	Pam18p	YLR008C	4907.0	molecules/cell
S000003999	Rlp24p	YLR009W	5239.0	molecules/cell
S000004000	Ten1p	YLR010C	""	""
S000004001	Lot6p	YLR011W	1953.0	molecules/cell
S000004002	Ylr012Cp	YLR012C	""	""
S000004003	Gat3p	YLR013W	1271.0	molecules/cell
S000004004	Ppr1p	YLR014C	317.0	molecules/cell
S000004005	Bre2p	YLR015W	1387.0	molecules/cell
S000004006	Pml1p	YLR016C	1564.0	molecules/cell
S000004007	Meu1p	YLR017W	5137.0	molecules/cell
S000004008	Pom34p	YLR018C	4027.0	molecules/cell
S000004009	Psr2p	YLR019W	2086.0	molecules/cell
S000004010	Yeh2p	YLR020C	1879.0	molecules/cell
S000004011	Irc25p	YLR021W	1820.0	molecules/cell
S000004012	Sdo1p	YLR022C	5199.0	molecules/cell
S000004013	Izh3p	YLR023C	592.0	molecules/cell
S000004014	Ubr2p	YLR024C	301.0	molecules/cell
S000004015	Snf7p	YLR025W	7483.0	molecules/cell
S000004016	Sed5p	YLR026C	3181.0	molecules/cell
S000004017	Aat2p	YLR027C	32371.0	molecules/cell
S000004018	Ade16p	YLR028C	12049.0	molecules/cell
S000004019	Rpl15Ap	YLR029C	30528.0	molecules/cell
S000004020	Ylr030Wp	YLR030W	""	""
S000004021	Ylr031Wp	YLR031W	""	molecules/cell
S000004022	Rad5p	YLR032W	1520.0	molecules/cell
S000004023	Rsc58p	YLR033W	4360.0	molecules/cell
S000004024	Smf3p	YLR034C	2718.0	molecules/cell
S000004025	Mlh2p	YLR035C	420.0	molecules/cell
S000004026	Ylr036Cp	YLR036C	1489.0	molecules/cell
S000004027	Pau23p	YLR037C	1241.0	molecules/cell
S000004028	Cox12p	YLR038C	5348.0	molecules/cell
S000004029	Ric1p	YLR039C	1350.0	molecules/cell
S000004030	Afb1p	YLR040C	3265.0	molecules/cell
S000004031	Ylr041Wp	YLR041W	""	""
S000004032	Nfg1p	YLR042C	120550.0	molecules/cell
S000004033	Trx1p	YLR043C	19160.0	molecules/cell
S000004034	Pdc1p	YLR044C	581219.0	molecules/cell
S000004035	Stu2p	YLR045C	3476.0	molecules/cell
S000004036	Ylr046Cp	YLR046C	""	""
S000004037	Fre8p	YLR047C	814.0	molecules/cell
S000004038	Rps0Bp	YLR048W	88691.0	molecules/cell
S000004039	Mlo50p	YLR049C	259.0	molecules/cell
S000004040	Ema19p	YLR050C	1806.0	molecules/cell
S000004041	Fcf2p	YLR051C	3410.0	molecules/cell
S000004042	Ies3p	YLR052W	3501.0	molecules/cell
S000004043	Nrs1p	YLR053C	""	molecules/cell
S000004044	Osw2p	YLR054C	""	""
S000004045	Spt8p	YLR055C	2347.0	molecules/cell
S000004046	Erg3p	YLR056W	6462.0	molecules/cell
S000004047	Mnl2p	YLR057W	1459.0	molecules/cell
S000004048	Shm2p	YLR058C	47330.0	molecules/cell
S000004049	Rex2p	YLR059C	5064.0	molecules/cell
S000004050	Frs1p	YLR060W	26714.0	molecules/cell
S000004051	Rpl22Ap	YLR061W	118983.0	molecules/cell
S000004052	Bud28p	YLR062C	""	""
S000004053	Bmt6p	YLR063W	2052.0	molecules/cell
S000004054	Per33p	YLR064W	4629.0	molecules/cell
S000004055	Snd2p	YLR065C	2858.0	molecules/cell
S000004056	Spc3p	YLR066W	4668.0	molecules/cell
S000004057	Pet309p	YLR067C	271.0	molecules/cell
S000004058	Fyv7p	YLR068W	2451.0	molecules/cell
S000004059	Mef1p	YLR069C	6078.0	molecules/cell
S000004060	Xyl2p	YLR070C	1182.0	molecules/cell
S000004061	Rgr1p	YLR071C	1989.0	molecules/cell
S000004062	Lam6p	YLR072W	1118.0	molecules/cell
S000004063	Rfu1p	YLR073C	1346.0	molecules/cell
S000004064	Bud20p	YLR074C	5349.0	molecules/cell
S000004065	Rpl10p	YLR075W	74858.0	molecules/cell
S000004066	Ylr076Cp	YLR076C	""	""
S000004067	Fmp25p	YLR077W	2152.0	molecules/cell
S000004068	Bos1p	YLR078C	4907.0	molecules/cell
S000004069	Sic1p	YLR079W	1499.0	molecules/cell
S000004070	Emp46p	YLR080W	1818.0	molecules/cell
S000004071	Gal2p	YLR081W	1186.0	molecules/cell
S000004072	Srl2p	YLR082C	1302.0	molecules/cell
S000004073	Emp70p	YLR083C	5740.0	molecules/cell
S000004074	Rax2p	YLR084C	1909.0	molecules/cell
S000004075	Arp6p	YLR085C	1182.0	molecules/cell
S000004076	Smc4p	YLR086W	1650.0	molecules/cell
S000004077	Csf1p	YLR087C	153.0	molecules/cell
S000004078	Gaa1p	YLR088W	1932.0	molecules/cell
S000004079	Alt1p	YLR089C	8369.0	molecules/cell
S000004080	Xdj1p	YLR090W	1886.0	molecules/cell
S000004081	Gep5p	YLR091W	981.0	molecules/cell
S000004082	Sul2p	YLR092W	1348.0	molecules/cell
S000004083	Nyv1p	YLR093C	3481.0	molecules/cell
S000004084	Gis3p	YLR094C	1007.0	molecules/cell
S000004085	Ioc2p	YLR095C	2114.0	molecules/cell
S000004086	Kin2p	YLR096W	2337.0	molecules/cell
S000004087	Hrt3p	YLR097C	1019.0	molecules/cell
S000004088	Cha4p	YLR098C	402.0	molecules/cell
S000004089	Ict1p	YLR099C	775.0	molecules/cell
S000004090	Erg27p	YLR100W	7981.0	molecules/cell
S000004091	Ylr101Cp	YLR101C	""	""
S000004092	Apc9p	YLR102C	1694.0	molecules/cell
S000004093	Cdc45p	YLR103C	1632.0	molecules/cell
S000004094	Lcl2p	YLR104W	2320.0	molecules/cell
S000004095	Sen2p	YLR105C	892.0	molecules/cell
S000004096	Rea1p	YLR106C	3876.0	molecules/cell
S000004097	Rex3p	YLR107W	627.0	molecules/cell
S000004098	Ylr108Cp	YLR108C	1137.0	molecules/cell
S000004099	Ahp1p	YLR109W	291203.0	molecules/cell
S000004100	Ccw12p	YLR110C	13881.0	molecules/cell
S000004101	Ylr111Wp	YLR111W	""	""
S000004102	Ylr112Wp	YLR112W	""	""
S000004103	Hog1p	YLR113W	7457.0	molecules/cell
S000004104	Avl9p	YLR114C	3799.0	molecules/cell
S000004105	Cft2p	YLR115W	2009.0	molecules/cell
S000004106	Msl5p	YLR116W	2580.0	molecules/cell
S000004107	Clf1p	YLR117C	1170.0	molecules/cell
S000004108	Tml25p	YLR118C	4694.0	molecules/cell
S000004109	Srn2p	YLR119W	1479.0	molecules/cell
S000004110	Yps1p	YLR120C	2585.0	molecules/cell
S000004111	Yps3p	YLR121C	1241.0	molecules/cell
S000004112	Ylr122Cp	YLR122C	""	""
S000004113	Ylr123Cp	YLR123C	""	""
S000004114	Ylr124Wp	YLR124W	""	""
S000004115	Ylr125Wp	YLR125W	1305.0	molecules/cell
S000004116	Ylr126Cp	YLR126C	1931.0	molecules/cell
S000004117	Apc2p	YLR127C	388.0	molecules/cell
S000004118	Dcn1p	YLR128W	850.0	molecules/cell
S000004119	Dip2p	YLR129W	3932.0	molecules/cell
S000004120	Zrt2p	YLR130C	1872.0	molecules/cell
S000004121	Ace2p	YLR131C	538.0	molecules/cell
S000004122	Usb1p	YLR132C	2081.0	molecules/cell
S000004123	Cki1p	YLR133W	4365.0	molecules/cell
S000004124	Pdc5p	YLR134W	7208.0	molecules/cell
S000004125	Slx4p	YLR135W	587.0	molecules/cell
S000004126	Tis11p	YLR136C	2074.0	molecules/cell
S000004127	Rkm5p	YLR137W	940.0	molecules/cell
S000004128	Nha1p	YLR138W	1641.0	molecules/cell
S000004129	Sls1p	YLR139C	1541.0	molecules/cell
S000004130	Ylr140Wp	YLR140W	""	""
S000004131	Rrn5p	YLR141W	947.0	molecules/cell
S000004132	Put1p	YLR142W	443.0	molecules/cell
S000004133	Dph6p	YLR143W	2339.0	molecules/cell
S000004134	Acf2p	YLR144C	1766.0	molecules/cell
S000004135	Rmp1p	YLR145W	1201.0	molecules/cell
S000004136	Spe4p	YLR146C	3562.0	molecules/cell
S000004137	Smd3p	YLR147C	5031.0	molecules/cell
S000004138	Pep3p	YLR148W	2308.0	molecules/cell
S000004139	Gid11p	YLR149C	1409.0	molecules/cell
S000004140	Stm1p	YLR150W	70456.0	molecules/cell
S000004141	Pcd1p	YLR151C	832.0	molecules/cell
S000004142	Ylr152Cp	YLR152C	1711.0	molecules/cell
S000004143	Acs2p	YLR153C	42561.0	molecules/cell
S000004144	Rnh203p	YLR154C	556.0	molecules/cell
S000004145	Asp3-1p	YLR155C	""	molecules/cell
S000004146	Ylr156Wp	YLR156W	""	molecules/cell
S000004147	Asp3-2p	YLR157C	""	""
S000004148	Asp3-3p	YLR158C	""	molecules/cell
S000004149	Ylr159Wp	YLR159W	""	molecules/cell
S000004150	Asp3-4p	YLR160C	""	molecules/cell
S000004151	Ylr161Wp	YLR161W	1226.0	molecules/cell
S000004152	Ylr162Wp	YLR162W	4626.0	molecules/cell
S000004153	Mas1p	YLR163C	4095.0	molecules/cell
S000004154	Shh4p	YLR164W	""	""
S000004155	Pus5p	YLR165C	""	molecules/cell
S000004156	Sec10p	YLR166C	3266.0	molecules/cell
S000004157	Rps31p	YLR167W	44117.0	molecules/cell
S000004158	Ups2p	YLR168C	2740.0	molecules/cell
S000004159	Ylr169Wp	YLR169W	""	""
S000004160	Aps1p	YLR170C	2393.0	molecules/cell
S000004161	Ylr171Wp	YLR171W	""	""
S000004162	Dph5p	YLR172C	6936.0	molecules/cell
S000004163	Tag1p	YLR173W	474.0	molecules/cell
S000004164	Idp2p	YLR174W	3742.0	molecules/cell
S000004165	Cbf5p	YLR175W	18603.0	molecules/cell
S000004166	Rfx1p	YLR176C	779.0	molecules/cell
S000004167	Ylr177Wp	YLR177W	1262.0	molecules/cell
S000004168	Tfs1p	YLR178C	7533.0	molecules/cell
S000004169	Ylr179Cp	YLR179C	12157.0	molecules/cell
S000004170	Sam1p	YLR180W	65133.0	molecules/cell
S000004171	Vta1p	YLR181C	4268.0	molecules/cell
S000004172	Swi6p	YLR182W	3241.0	molecules/cell
S000004173	Tos4p	YLR183C	740.0	molecules/cell
S000004174	Ylr184Wp	YLR184W	""	""
S000004175	Rpl37Ap	YLR185W	37052.0	molecules/cell
S000004176	Emg1p	YLR186W	4943.0	molecules/cell
S000004177	Skg3p	YLR187W	2369.0	molecules/cell
S000004178	Mdl1p	YLR188W	1582.0	molecules/cell
S000004179	Atg26p	YLR189C	1446.0	molecules/cell
S000004180	Mmr1p	YLR190W	1458.0	molecules/cell
S000004181	Pex13p	YLR191W	1631.0	molecules/cell
S000004182	Hcr1p	YLR192C	15189.0	molecules/cell
S000004183	Ups1p	YLR193C	1172.0	molecules/cell
S000004184	Ncw2p	YLR194C	2199.0	molecules/cell
S000004185	Nmt1p	YLR195C	7063.0	molecules/cell
S000004186	Pwp1p	YLR196W	12030.0	molecules/cell
S000004187	Nop56p	YLR197W	24381.0	molecules/cell
S000004188	Ylr198Cp	YLR198C	""	""
S000004189	Pba1p	YLR199C	3324.0	molecules/cell
S000004190	Yke2p	YLR200W	6599.0	molecules/cell
S000004191	Coq9p	YLR201C	2971.0	molecules/cell
S000004192	Ylr202Cp	YLR202C	""	""
S000004193	Mss51p	YLR203C	6252.0	molecules/cell
S000004194	Qri5p	YLR204W	1275.0	molecules/cell
S000004195	Hmx1p	YLR205C	1546.0	molecules/cell
