SYSTEMATIC.name_p1	SYSTEMATIC.name_p2
YML031W	YAL038W
YML031W	YDL229W
YML031W	YDL116W
YML031W	YBL079W
YML031W	YGL075C
YML031W	YJL061W
YML031W	YJL041W
YML031W	YJL039C
YML031W	YKR054C
YML031W	YIL115C
YML031W	YML103C
YML031W	YMR022W
YML031W	YMR129W
YML031W	YMR153W
YML031W	YMR264W
YML031W	YPR021C
YML031W	YPR028W
YML031W	YPR080W
YML031W	YPR113W
YML031W	YER100W
YML031W	YER105C
YML030W	YCL037C
YML030W	YLR087C
YML030W	YLR229C
YML030W	YLR246W
YML030W	YLR403W
YML030W	YDL142C
YML030W	YDR025W
YML030W	YDR128W
YML030W	YBR036C
YML030W	YBR162W-A
YML030W	YBR267W
YML030W	YGL124C
YML030W	YGL043W
YML030W	YKL148C
YML030W	Q0045
YML030W	Q0250
YML030W	Q0275
YML030W	YIL076W
YML030W	YIR008C
YML030W	YMR293C
YML030W	YNL052W
YML030W	YNR018W
YML030W	YPL227C
YML030W	YPR024W
YML030W	YPR061C
YML030W	YPR191W
YML030W	YEL024W
YML030W	YER087C-B
YML030W	YBR111W-A
YML029W	YLR106C
YML029W	YDL126C
YML029W	YBL022C
YML029W	YML013W
YML029W	YMR264W
YML029W	YNL329C
YML029W	YNL323W
YML029W	YNL322C
YML029W	YNR006W
YML029W	YPL065W
YML028W	YCL028W
YML028W	YCL008C
YML028W	YCR028C-A
YML028W	YFR036W
YML028W	YLL026W
YML028W	YLR109W
YML028W	YLR148W
YML028W	YLR182W
YML028W	YLR226W
YML028W	YLR234W
YML028W	YLR240W
YML028W	YLR370C
YML028W	YLR373C
YML028W	YLR376C
YML028W	YLR447C
YML028W	YAR007C
YML028W	YDL229W
YML028W	YDL101C
YML028W	YDL059C
YML028W	YDL013W
YML028W	YDR052C
YML028W	YDR092W
YML028W	YDR097C
YML028W	YDR159W
YML028W	YDR194C
YML028W	YDR529C
YML028W	YBL064C
YML028W	YBL045C
YML028W	YBR088C
YML028W	YBR192W
YML028W	YBR198C
YML028W	YBR216C
YML028W	YBR244W
YML028W	YBR274W
YML028W	YBR275C
YML028W	YGL168W
YML028W	YGL087C
YML028W	YGR088W
YML028W	YGR101W
YML028W	YGR156W
YML028W	YGR214W
YML028W	YJL117W
YML028W	YJL090C
YML028W	YJL006C
YML028W	YJR102C
YML028W	YJR104C
YML028W	YJR144W
YML028W	YKL026C
YML028W	YKR066C
YML028W	YOL090W
YML028W	YOL009C
YML028W	YOL001W
YML028W	YOR125C
YML028W	YOR147W
YML028W	YIL010W
YML028W	YIR009W
YML028W	YIR037W
YML028W	YML112W
YML028W	YML061C
YML028W	YML060W
YML028W	YML058W
YML028W	YML007W
YML028W	YMR078C
YML028W	YMR165C
YML028W	YMR179W
YML028W	YMR190C
YML028W	YMR224C
YML028W	YMR267W
YML028W	YMR287C
YML028W	YNL297C
YML028W	YNL250W
YML028W	YNL248C
YML028W	YNL178W
YML028W	YNL147W
YML028W	YNL086W
YML028W	YNL064C
YML028W	YPL215W
YML028W	YPL194W
YML028W	YPL153C
YML028W	YPL118W
YML028W	YPL091W
YML028W	YPL069C
YML028W	YPL055C
YML028W	YPR135W
YML028W	YPR164W
YML028W	YPR191W
YML028W	YHR013C
YML028W	YHR038W
YML028W	YHR060W
YML028W	YHR154W
YML028W	YHR191C
YML028W	YHR194W
YML028W	YHR200W
YML028W	YHR206W
YML028W	YEL050C
YML028W	YER014W
YML028W	YER019W
YML028W	YER083C
YML028W	YER087W
YML028W	YER095W
YML028W	YER116C
YML028W	YER173W
YML027W	YLR052W
YML027W	YLR098C
YML027W	YDR017C
YML027W	YDR213W
YML027W	YGL071W
YML027W	YGR188C
YML027W	YOR014W
YML027W	YIL128W
YML027W	YMR019W
YML027W	YER167W
YML026C	YFL013C
YML026C	YFL007W
YML026C	YFR009W
YML026C	YDL002C
YML026C	YDR393W
YML026C	YBR200W
YML026C	YBR246W
YML026C	YKR057W
YML026C	YKR084C
YML026C	YPL183W-A
YML026C	YPL105C
YML026C	YPL057C
YML026C	YHR203C
YML026C	snR84
YML026C	snR4
YML026C	snR10
YML026C	snR37
YML026C	snR128
YML026C	snR30
YML026C	snR24
YML026C	snR35
YML026C	snR17a
YML026C	snR17b
YML025C	YFR002W
YML025C	YLR439W
YML025C	YDR116C
YML025C	YDR237W
YML025C	YDR322W
YML025C	YDR405W
YML025C	YBR122C
YML025C	YBR282W
YML025C	YGL068W
YML025C	YJL063C
YML025C	YKL167C
YML025C	YKR006C
YML025C	YKR085C
YML025C	YOR204W
YML025C	YMR024W
YML025C	YMR193W
YML025C	YNL252C
YML025C	YNL177C
YML025C	YNL005C
YML025C	YPL173W
YML025C	YHR147C
YML024W	YLR117C
YML024W	YDL043C
YML024W	YDL008W
YML024W	YDR141C
YML024W	YDR235W
YML024W	YDR240C
YML024W	YDR447C
YML024W	YBR070C
YML024W	YBR088C
YML024W	YBR192W
YML024W	YBR237W
YML024W	YGR075C
YML024W	YGR278W
YML024W	YKL035W
YML024W	YOR077W
YML024W	YML025C
YML024W	YMR227C
YML024W	YNL126W
YML024W	YER023W
YML024W	YER172C
YML023C	YDL105W
YML023C	YDL064W
YML023C	YDL013W
YML023C	YDR260C
YML023C	YDR318W
YML023C	YDR510W
YML023C	YBR108W
YML023C	YBR164C
YML023C	YGR048W
YML023C	YOR269W
YML023C	YMR053C
YML023C	YEL019C
YML023C	YER038C
YML023C	YER095W
YML022W	YCR034W
YML022W	YBR035C
YML022W	YBR036C
YML022W	YJL121C
YML022W	YJR105W
YML022W	YKL184W
YML022W	YOL096C
YML022W	YNL141W
YML022W	YPL057C
YML021C	YLR015W
YML021C	YAL013W
YML021C	YDR052C
YML021C	YDR127W
YML021C	YBR088C
YML021C	YGL255W
YML021C	YGR097W
YML021C	YGR184C
YML021C	YIR008C
YML021C	YHL025W
YML021C	YHR081W
YML019W	YLR343W
YML019W	YAL058W
YML019W	YDR456W
YML019W	YBL082C
YML019W	YBR036C
YML019W	YBR229C
YML019W	YGL226C-A
YML019W	YGR166W
YML019W	YGR227W
YML019W	YJL139C
YML019W	YKL190W
YML019W	YOR216C
YML019W	YOR336W
YML019W	YMR010W
YML019W	YMR015C
YML019W	YMR022W
YML019W	YMR031C
YML019W	YMR149W
YML019W	YMR307W
YML019W	YNL318C
YML019W	YNL297C
YML019W	YNL294C
YML019W	YNR030W
YML019W	YPL094C
YML019W	YHL027W
YML019W	YHR101C
YML019W	YEL002C
YML019W	YER019C-A
YML018C	YGL051W
YML018C	YOR316C
YML018C	YPL246C
YML017W	YGL049C
YML017W	YOL139C
YML017W	YPL119C
YML016C	YCR008W
YML016C	YLR039C
YML016C	YLR052W
YML016C	YLR098C
YML016C	YLR133W
YML016C	YLR263W
YML016C	YAR014C
YML016C	YAR018C
YML016C	YDL006W
YML016C	YDR017C
YML016C	YDR067C
YML016C	YDR162C
YML016C	YDR245W
YML016C	YDR388W
YML016C	YDR448W
YML016C	YDR475C
YML016C	YDR477W
YML016C	YDR485C
YML016C	YBR231C
YML016C	YGL213C
YML016C	YGL127C
YML016C	YGL115W
YML016C	YGR086C
YML016C	YGR135W
YML016C	YJL165C
YML016C	YJL124C
YML016C	YKL212W
YML016C	YKL032C
YML016C	YOL091W
YML016C	YOL012C
YML016C	YOL001W
YML016C	YOR008C
YML016C	YOR273C
YML016C	YOR308C
YML016C	YOR329C
YML016C	YIL154C
YML016C	YIL090W
YML016C	YML106W
YML016C	YML094W
YML016C	YMR036C
YML016C	YMR149W
YML016C	YMR212C
YML016C	YMR311C
YML016C	YNL147W
YML016C	YNL130C
YML016C	YNL079C
YML016C	YNL032W
YML016C	YPL221W
YML016C	YPL074W
YML016C	YPL058C
YML016C	YPL004C
YML016C	YPR005C
YML016C	YPR023C
YML016C	YPR113W
YML016C	YPR138C
YML016C	YPR152C
YML016C	YHL007C
YML016C	YHR025W
YML016C	YHR030C
YML016C	YHR200W
YML016C	YER040W
YML016C	YER054C
YML015C	YMR005W
YML015C	YMR227C
YML015C	YMR236W
YML015C	YPL129W
YML015C	YPL011C
YML015C	YER148W
YML014W	YCL031C
YML014W	YLL036C
YML014W	YLL029W
YML014W	YLL006W
YML014W	YLR119W
YML014W	YLR395C
YML014W	YLR438C-A
YML014W	YAL003W
YML014W	YAR029W
YML014W	YDR140W
YML014W	YDR172W
YML014W	YBR059C
YML014W	YBR167C
YML014W	YGL238W
YML014W	YGL235W
YML014W	YGL212W
YML014W	YGL211W
YML014W	YGL105W
YML014W	YGR135W
YML014W	YGR233C
YML014W	YJR054W
YML014W	YKL213C
YML014W	YKL208W
YML014W	YKL021C
YML014W	YOR038C
YML014W	YOR046C
YML014W	YOR106W
YML014W	YOR266W
YML014W	YOR358W
YML014W	YIL115C
YML014W	YIL077C
YML014W	YIL040W
YML014W	YML058W
YML014W	tQ(CUG)M
YML014W	YNL110C
YML014W	YNL080C
YML014W	YNL079C
YML014W	YNL064C
YML014W	YNR046W
YML014W	YPL239W
YML014W	YPL169C
YML014W	YPL158C
YML014W	YPL145C
YML014W	YPL069C
YML014W	YPL064C
YML014W	YHR059W
YML014W	YHR156C
YML014W	YHR196W
YML014W	YER070W
YML014W	YER164W
YML013W	YCR005C
YML013W	YFL044C
YML013W	YFR008W
YML013W	YFR010W
YML013W	YLR056W
YML013W	YLR371W
YML013W	YLR378C
YML013W	YAL010C
YML013W	YAL005C
YML013W	YDL229W
YML013W	YDL147W
YML013W	YDL117W
YML013W	YDR137W
YML013W	YDR141C
YML013W	YDR148C
YML013W	YDR200C
YML013W	YDR207C
YML013W	YDR289C
YML013W	YDR389W
YML013W	YDR394W
YML013W	YDR439W
YML013W	YDR447C
YML013W	YDR477W
YML013W	YDR497C
YML013W	YBL072C
YML013W	YBL016W
YML013W	YBR031W
YML013W	YBR036C
YML013W	YBR082C
YML013W	YBR106W
YML013W	YGL231C
YML013W	YGL219C
YML013W	YGL195W
YML013W	YGL173C
YML013W	YGL167C
YML013W	YGL126W
YML013W	YGL048C
YML013W	YGL035C
YML013W	YGL019W
YML013W	YGR019W
YML013W	YGR192C
YML013W	YJL168C
YML013W	YJL124C
YML013W	YJL001W
YML013W	YJR145C
YML013W	YKL190W
YML013W	YKL139W
YML013W	YKL041W
YML013W	YKL020C
YML013W	YKL019W
YML013W	YKL008C
YML013W	YKL007W
YML013W	YKR003W
YML013W	YKR004C
YML013W	YKR013W
YML013W	YKR027W
YML013W	YKR030W
YML013W	YKR031C
YML013W	YOL038W
YML013W	YOR008C
YML013W	YOR085W
YML013W	YOR204W
YML013W	YOR245C
YML013W	YIL040W
YML013W	YML012W
YML013W	YMR015C
YML013W	YMR022W
YML013W	YMR029C
YML013W	YMR040W
YML013W	YMR052W
YML013W	YMR060C
YML013W	YMR067C
YML013W	YMR075W
YML013W	YMR089C
YML013W	YMR202W
YML013W	YMR307W
YML013W	YNL298W
YML013W	YNL297C
YML013W	YNL272C
YML013W	YNL215W
YML013W	YNL181W
YML013W	YNL136W
YML013W	YNL099C
YML013W	YNL098C
YML013W	YNL055C
YML013W	YNL047C
YML013W	YNR013C
YML013W	YNR019W
YML013W	YNR021W
YML013W	YNR032W
YML013W	YNR051C
YML013W	YPL213W
YML013W	YPL195W
YML013W	YPL174C
YML013W	YPL069C
YML013W	YPR103W
YML013W	YHR051W
YML013W	YHR079C
YML013W	YHR181W
YML013W	YHR200W
YML013W	YEL037C
YML013W	YER019C-A
YML013W	YER021W
YML013W	YER083C
YML013W	YER086W
YML013W	YER111C
YML013W	YER122C
YML013W	YER125W
YML013W	YER129W
YML013W	YER140W
YML013W	YER151C
YML013W	YER165W
YML013W	YER167W
YML013W	YER177W
YML012W	YCL001W
YML012W	YFL038C
YML012W	YLR110C
YML012W	YLR197W
YML012W	YDL195W
YML012W	YDL145C
YML012W	YDL100C
YML012W	YDR174W
YML012W	YDR238C
YML012W	YDR381W
YML012W	YDR456W
YML012W	YBR009C
YML012W	YBR036C
YML012W	YGL048C
YML012W	YKR001C
YML012W	YOL018C
YML012W	YOR054C
YML012W	YOR165W
YML012W	YOR216C
YML012W	YOR259C
YML012W	YIR022W
YML012W	YML124C
YML012W	YML055W
YML012W	YML016C
YML012W	YMR015C
YML012W	YMR022W
YML012W	YMR029C
YML012W	YMR031C
YML012W	YMR123W
YML012W	YMR149W
YML012W	YMR161W
YML012W	YMR202W
YML012W	YMR216C
YML012W	YMR264W
YML012W	YMR272C
YML012W	YMR292W
YML012W	YMR299C
YML012W	YNL297C
YML012W	YNL130C
YML012W	YNR051C
YML012W	YPL246C
YML012W	YPL227C
YML012W	YPL186C
YML012W	YPL087W
YML012W	YPL057C
YML012W	YPR032W
YML012W	YPR113W
YML012W	YPR181C
YML012W	YPR183W
YML012W	YHR079C
YML012W	YHR110W
YML012W	YEL003W
YML012W	YEL002C
YML012W	YER083C
YML012W	YER122C
YML011C	YCR009C
YML011C	YCR020W-B
YML011C	YFR024C-A
YML011C	YLR429W
YML011C	YDR385W
YML011C	YDR388W
YML011C	YDR409W
YML011C	YBR088C
YML011C	YGL106W
YML011C	YGR208W
YML011C	YOR156C
YML011C	YHR013C
YML011C	YEL037C
YML011C	YER162C
YML010W	YCR093W
YML010W	YFR001W
YML010W	YFR024C-A
YML010W	YFR031C
YML010W	YLR115W
YML010W	YLR175W
YML010W	YLR276C
YML010W	YLR384C
YML010W	YLR410W
YML010W	YLR430W
YML010W	YAL021C
YML010W	YDL148C
YML010W	YDL031W
YML010W	YDL014W
YML010W	YDR087C
YML010W	YDR091C
YML010W	YDR195W
YML010W	YDR266C
YML010W	YDR365C
YML010W	YDR381W
YML010W	YDR457W
YML010W	YDR496C
YML010W	YBL091C
YML010W	YBR009C
YML010W	YBR010W
YML010W	YBR154C
YML010W	YGL246C
YML010W	YGL171W
YML010W	YGL111W
YML010W	YGL078C
YML010W	YGL044C
YML010W	YGL019W
YML010W	YGR054W
YML010W	YGR103W
YML010W	YJL148W
YML010W	YJL140W
YML010W	YJL074C
YML010W	YJL050W
YML010W	YJL033W
YML010W	YJL020C
YML010W	YJR014W
YML010W	YKL214C
YML010W	YKL125W
YML010W	YKL009W
YML010W	YKR002W
YML010W	YOL123W
YML010W	YOR039W
YML010W	YOR061W
YML010W	YOR217W
YML010W	YOR224C
YML010W	YOR262W
YML010W	YIL035C
YML010W	YML056C
YML010W	YML035C
YML010W	YMR039C
YML010W	YMR061W
YML010W	YMR229C
YML010W	YNL262W
YML010W	YNL251C
YML010W	YNL248C
YML010W	YNL201C
YML010W	YNL132W
YML010W	YNL102W
YML010W	YNL098C
YML010W	YNL061W
YML010W	YNR051C
YML010W	YPL266W
YML010W	YPL228W
YML010W	YPL129W
YML010W	YPL093W
YML010W	YPL042C
YML010W	YPL032C
YML010W	YPR010C
YML010W	YPR052C
YML010W	YPR086W
YML010W	YPR110C
YML010W	YPR133C
YML010W	YPR163C
YML010W	YPR169W
YML010W	YPR187W
YML010W	YHR143W-A
YML010W	YHR146W
YML010W	YHR197W
YML010W	YER063W
YML010W	YER088C
YML010W	YER164W
YML010W	YER165W
YML008C	YCR009C
YML008C	YCR044C
YML008C	YCR053W
YML008C	YCR077C
YML008C	YFL034W
YML008C	YFL031W
YML008C	YFL013C
YML008C	YFL007W
YML008C	YFL005W
YML008C	YFR019W
YML008C	YFR037C
YML008C	YFR044C
YML008C	YFR046C
YML008C	YLL024C
YML008C	YLL006W
YML008C	YLR055C
YML008C	YLR065C
YML008C	YLR154W-C
YML008C	YLR191W
YML008C	YLR262C
YML008C	YLR324W
YML008C	YLR348C
YML008C	YAL023C
YML008C	YAL043C
YML008C	YAL005C
YML008C	YAR003W
YML008C	YDL192W
YML008C	YDL229W
YML008C	YDL226C
YML008C	YDL115C
YML008C	YDL065C
YML008C	YDL005C
YML008C	YDR027C
YML008C	YDR045C
YML008C	YDR052C
YML008C	YDR069C
YML008C	YDR128W
YML008C	YDR145W
YML008C	YDR159W
YML008C	YDR207C
YML008C	YDR244W
YML008C	YDR265W
YML008C	YDR276C
YML008C	YDR289C
YML008C	YDR293C
YML008C	YDR311W
YML008C	YDR373W
YML008C	YDR388W
YML008C	YDR389W
YML008C	YDR392W
YML008C	YDR414C
YML008C	YDR427W
YML008C	YDR463W
YML008C	YDR479C
YML008C	YDR508C
YML008C	YBL067C
YML008C	YBL057C
YML008C	YBL027W
YML008C	YBL016W
YML008C	YBL005W
YML008C	YBR036C
YML008C	YBR039W
YML008C	YBR106W
YML008C	YBR168W
YML008C	YBR175W
YML008C	YBR193C
YML008C	YBR230C
YML008C	YBR254C
YML008C	YBR279W
YML008C	YGL219C
YML008C	YGL173C
YML008C	YGL151W
YML008C	YGL127C
YML008C	YGL112C
YML008C	YGL020C
YML008C	YGR004W
YML008C	YGR005C
YML008C	YGR028W
YML008C	YGR092W
YML008C	YGR135W
YML008C	YGR156W
YML008C	YGR183C
YML008C	YGR186W
YML008C	YGR208W
YML008C	YGR263C
YML008C	YGR274C
YML008C	YGR285C
YML008C	YJL210W
YML008C	YJL201W
YML008C	YJL165C
YML008C	YJL121C
YML008C	YJL112W
YML008C	YJL082W
YML008C	YJL054W
YML008C	YJR091C
YML008C	YJR104C
YML008C	YJR117W
YML008C	YKL190W
YML008C	YKL150W
YML008C	YKL144C
YML008C	YKL139W
YML008C	YKL120W
YML008C	YKL087C
YML008C	YKL081W
YML008C	YKL041W
YML008C	YKL018W
YML008C	YKR001C
YML008C	YKR019C
YML008C	YKR062W
YML008C	YKR068C
YML008C	YOL081W
YML008C	YOL020W
YML008C	YOR036W
YML008C	YOR241W
YML008C	YIL124W
YML008C	YIL084C
YML008C	YIL075C
YML008C	YIL065C
YML008C	YIL062C
YML008C	YIL043C
YML008C	YIL021W
YML008C	YIR004W
YML008C	YML048W
YML008C	YMR015C
YML008C	YMR022W
YML008C	YMR026C
YML008C	YMR202W
YML008C	YMR204C
YML008C	YMR256C
YML008C	YMR272C
YML008C	YMR275C
YML008C	YMR294W
YML008C	YMR296C
YML008C	YNL322C
YML008C	YNL298W
YML008C	YNL297C
YML008C	YNL280C
YML008C	YNL258C
YML008C	YNL256W
YML008C	YNL241C
YML008C	YNL237W
YML008C	YNL131W
YML008C	YNL098C
YML008C	YNL064C
YML008C	YNL011C
YML008C	YNL010W
YML008C	YNL003C
YML008C	YNR006W
YML008C	YNR051C
YML008C	YPL227C
YML008C	YPL226W
YML008C	YPL213W
YML008C	YPL177C
YML008C	YPL172C
YML008C	YPL170W
YML008C	YPL158C
YML008C	YPL145C
YML008C	YPL112C
YML008C	YPL069C
YML008C	YPL057C
YML008C	YPR032W
YML008C	YPR060C
YML008C	YPR071W
YML008C	YPR074C
YML008C	YPR089W
YML008C	YPR153W
YML008C	YPR161C
YML008C	YPR179C
YML008C	YPR183W
YML008C	YHR003C
YML008C	YHR007C
YML008C	YHR021C
YML008C	YHR030C
YML008C	YHR041C
YML008C	YHR045W
YML008C	YHR079C
YML008C	YHR081W
YML008C	YHR117W
YML008C	YHR151C
YML008C	YHR175W
YML008C	YHR183W
YML008C	YHR205W
YML008C	YEL042W
YML008C	YEL002C
YML008C	YER004W
YML008C	YER005W
YML008C	YER019W
YML008C	YER031C
YML008C	YER044C
YML008C	YER049W
YML008C	YER086W
YML008C	YER090W
YML008C	YER100W
YML008C	YER103W
YML008C	YER111C
YML008C	YER155C
YML008C	YER156C
YML008C	YER167W
YML008C	YER171W
YML007W	YFL024C
YML007W	YFR034C
YML007W	YLL010C
YML007W	YLR043C
YML007W	YLR098C
YML007W	YLR249W
YML007W	YLR260W
YML007W	YLR347C
YML007W	YDL214C
YML007W	YDL114W
YML007W	YDL013W
YML007W	YDR017C
YML007W	YDR229W
YML007W	YDR359C
YML007W	YDR423C
YML007W	YDR448W
YML007W	YBL103C
YML007W	YBL016W
YML007W	YBR008C
YML007W	YBR289W
YML007W	YGL255W
YML007W	YGL173C
YML007W	YGL158W
YML007W	YGL151W
YML007W	YJL176C
YML007W	YJL164C
YML007W	YJL081C
YML007W	YKL190W
YML007W	YKL139W
YML007W	YKL081W
YML007W	YKL007W
YML007W	YOL148C
YML007W	YOR123C
YML007W	YOR290C
YML007W	YOR324C
YML007W	YOR360C
YML007W	YML123C
YML007W	YMR039C
YML007W	YMR308C
YML007W	YMR319C
YML007W	YNL236W
YML007W	YNL097C
YML007W	YNL076W
YML007W	YNL027W
YML007W	YNR023W
YML007W	YPL254W
YML007W	YPL249C
YML007W	YPL239W
YML007W	YPL135W
YML007W	YPL123C
YML007W	YPR070W
YML007W	YPR164W
YML007W	YPR199C
YML007W	YHL027W
YML007W	YHR041C
YML007W	YHR058C
YML007W	YHR099W
YML007W	YHR206W
YML007W	YER095W
YML007W	YER110C
YML006C	YFL054C
YML006C	YLR094C
YML006C	YLR150W
YML006C	YLR433C
YML006C	YDR040C
YML006C	YDR043C
YML006C	YDR096W
YML006C	YDR099W
YML006C	YGL166W
YML006C	YJL165C
YML006C	YML124C
YML006C	YML057W
YML006C	YNL255C
YML006C	YPR198W
YML005W	YNR046W
YML004C	YPL069C
YML004C	YHR104W
YML004C	YER086W
YML002W	YLL024C
YML002W	YAL038W
YML002W	YAL005C
YML002W	YDL229W
YML002W	YDR064W
YML002W	YGR192C
YML002W	YOR204W
YML002W	YPL106C
YML001W	YCR012W
YML001W	YFL027C
YML001W	YFR051C
YML001W	YLR100W
YML001W	YLR148W
YML001W	YLR340W
YML001W	YLR354C
YML001W	YLR355C
YML001W	YLR360W
YML001W	YDL182W
YML001W	YDL078C
YML001W	YDR099W
YML001W	YDR137W
YML001W	YDR486C
YML001W	YDR495C
YML001W	YBL030C
YML001W	YBL017C
YML001W	YBR011C
YML001W	YBR164C
YML001W	YBR177C
YML001W	YBR265W
YML001W	YGL115W
YML001W	YGL006W
YML001W	YGR132C
YML001W	YGR172C
YML001W	YGR192C
YML001W	YJL053W
YML001W	YJL004C
YML001W	YJR105W
YML001W	YJR139C
YML001W	YKL140W
YML001W	YKL113C
YML001W	YKL060C
YML001W	YKR046C
YML001W	YOL151W
YML001W	YOL086C
YML001W	YOR036W
YML001W	YOR069W
YML001W	YOR132W
YML001W	YOR317W
YML001W	YOR362C
YML001W	YOR370C
YML001W	YIL124W
YML001W	YIL074C
YML001W	YIL034C
YML001W	YML121W
YML001W	YMR027W
YML001W	YMR116C
YML001W	YMR231W
YML001W	YMR243C
YML001W	YNL297C
YML001W	YNL293W
YML001W	YNL223W
YML001W	YNL169C
YML001W	YNL055C
YML001W	YPL262W
YML001W	YPL154C
YML001W	YPL145C
YML001W	YPL120W
YML001W	YPL051W
YML001W	YPL045W
YML001W	YPL004C
YML001W	YPR028W
YML001W	YPR036W
YML001W	YPR127W
YML001W	YHL027W
YML001W	YHL021C
YML001W	YHR012W
YML001W	YHR016C
YML001W	YHR183W
YML001W	YHR205W
YML001W	YER091C
YML001W	YER122C
YML001W	YER136W
YML001W	YER155C
YMR001C	YCR081W
YMR001C	YFL008W
YMR001C	YFR036W
YMR001C	YLR024C
YMR001C	YLR045C
YMR001C	YLR079W
YMR001C	YLR082C
YMR001C	YLR102C
YMR001C	YLR127C
YMR001C	YLR314C
YMR001C	YLR347C
YMR001C	YLR425W
YMR001C	YLR457C
YMR001C	YAL018C
YMR001C	YDL223C
YMR001C	YDL186W
YMR001C	YDL126C
YMR001C	YDL028C
YMR001C	YDL008W
YMR001C	YDL006W
YMR001C	YDR075W
YMR001C	YDR118W
YMR001C	YDR143C
YMR001C	YDR217C
YMR001C	YDR229W
YMR001C	YDR273W
YMR001C	YDR356W
YMR001C	YDR394W
YMR001C	YDR432W
YMR001C	YDR477W
YMR001C	YBL084C
YMR001C	YBR017C
YMR001C	YBR045C
YMR001C	YBR083W
YMR001C	YBR095C
YMR001C	YBR158W
YMR001C	YBR231C
YMR001C	YGL190C
YMR001C	YGL175C
YMR001C	YGL115W
YMR001C	YGL048C
YMR001C	YGR108W
YMR001C	YGR225W
YMR001C	YJL141C
YMR001C	YJL106W
YMR001C	YJL074C
YMR001C	YJL057C
YMR001C	YJL051W
YMR001C	YJL019W
YMR001C	YKL145W
YMR001C	YKL053C-A
YMR001C	YKL042W
YMR001C	YKL022C
YMR001C	YOR117W
YMR001C	YOR192C-A
YMR001C	YOR259C
YMR001C	YOR360C
YMR001C	YOR368W
YMR001C	YOR372C
YMR001C	YIL144W
YMR001C	YIL075C
YMR001C	YIL026C
YMR001C	YML085C
YMR001C	YML030W
YMR001C	YMR012W
YMR001C	YMR032W
YMR001C	YMR036C
YMR001C	YMR055C
YMR001C	YMR076C
YMR001C	YNL298W
YMR001C	YNL225C
YMR001C	YNL189W
YMR001C	YNL175C
YMR001C	YNL172W
YMR001C	YNL126W
YMR001C	YNL116W
YMR001C	YNL102W
YMR001C	YNL068C
YMR001C	YPL255W
YMR001C	YPL209C
YMR001C	YPL192C
YMR001C	YPL154C
YMR001C	YPL153C
YMR001C	YPL150W
YMR001C	YPL115C
YMR001C	YPR007C
YMR001C	YPR013C
YMR001C	YPR058W
YMR001C	YPR067W
YMR001C	YPR115W
YMR001C	YPR119W
YMR001C	YHR014W
YMR001C	YHR015W
YMR001C	YHR023W
YMR001C	YHR027C
YMR001C	YHR097C
YMR001C	YHR107C
YMR001C	YHR121W
YMR001C	YHR152W
YMR001C	YHR172W
YMR001C	YHR184W
YMR001C	YEL017W
YMR001C	YER041W
YMR001C	YER089C
YMR001C	YER133W
YMR001C	YER155C
YMR003W	YFR036W
YMR003W	YFR037C
YMR003W	YLR200W
YMR003W	YLR262C
YMR003W	YDR045C
YMR003W	YDR137W
YMR003W	YDR190C
YMR003W	YDR392W
YMR003W	YBR135W
YMR003W	YBR198C
YMR003W	YBR223C
YMR003W	YGL025C
YMR003W	YJL179W
YMR003W	YKL018W
YMR003W	YIR008C
YMR003W	YER083C
YMR003W	YBR111W-A
YMR004W	YDR107C
YMR004W	YDR245W
YMR004W	YBR036C
YMR004W	YBR225W
YMR004W	YGL110C
YMR004W	YJL163C
YMR004W	YJR060W
YMR004W	YJR094C
YMR004W	YKL214C
YMR004W	YKR024C
YMR004W	YOL088C
YMR004W	YOR047C
YMR004W	YOR132W
YMR004W	YNL051W
YMR004W	YNL041C
YMR004W	YNR051C
YMR004W	YPL051W
YMR004W	YPR079W
YMR004W	YPR122W
YMR004W	YHL024W
YMR004W	YHR162W
YMR004W	YER083C
YMR004W	YER151C
YMR005W	YFR036W
YMR005W	YLR032W
YMR005W	YLR055C
YMR005W	YLR085C
YMR005W	YAL021C
YMR005W	YAL011W
YMR005W	YDR334W
YMR005W	YDR440W
YMR005W	YDR485C
YMR005W	YBL008W
YMR005W	YBR215W
YMR005W	YBR231C
YMR005W	YGL127C
YMR005W	YGL019W
YMR005W	YGR097W
YMR005W	YGR200C
YMR005W	YGR270W
YMR005W	YJL183W
YMR005W	YJL176C
YMR005W	YJL168C
YMR005W	YJR140C
YMR005W	YKL113C
YMR005W	YKR048C
YMR005W	YOR038C
YMR005W	YOR140W
YMR005W	YOR148C
YMR005W	YIL128W
YMR005W	YIL016W
YMR005W	YIR009W
YMR005W	YML124C
YMR005W	YML041C
YMR005W	YML034W
YMR005W	YML028W
YMR005W	YMR019W
YMR005W	YMR227C
YMR005W	YMR236W
YMR005W	YMR263W
YMR005W	YNL330C
YMR005W	YNL216W
YMR005W	YNR011C
YMR005W	YPL129W
YMR005W	YPL116W
YMR005W	YPL101W
YMR005W	YPL011C
YMR005W	YER148W
YMR006C	YFR015C
YMR006C	YLL012W
YMR006C	YLL010C
YMR006C	YLR109W
YMR006C	YDR513W
YMR006C	YBL020W
YMR006C	YBR001C
YMR006C	YBR149W
YMR006C	YGR124W
YMR006C	YGR143W
YMR006C	YGR289C
YMR006C	YJL153C
YMR006C	YJL130C
YMR006C	YJR105W
YMR006C	YJR153W
