PATHWAY.name	SYSTEMATIC.name
ATP-dependent chromatin remodeling	YDR225W
ATP-dependent chromatin remodeling	YBL003C
ATP-dependent chromatin remodeling	YOL012C
ATP-dependent chromatin remodeling	YLR085C
ATP-dependent chromatin remodeling	YML041C
ATP-dependent chromatin remodeling	YHR099W
ATP-dependent chromatin remodeling	YPR023C
ATP-dependent chromatin remodeling	YFL024C
ATP-dependent chromatin remodeling	YJR082C
ATP-dependent chromatin remodeling	YOR244W
Atrazine degradation	YBR208C
Atrazine degradation	YFL061W
Atrazine degradation	YNL335W
Autophagy - other	YHR186C
Autophagy - other	YJR066W
Autophagy - other	YKL203C
Autophagy - other	YNL006W
Autophagy - other	YGL180W
Autophagy - other	YPR185W
Autophagy - other	YPR049C
Autophagy - other	YMR028W
Autophagy - other	YDL134C
Autophagy - other	YDL188C
Autophagy - other	YDL149W
Autophagy - other	YNL242W
Autophagy - other	YFR021W
Autophagy - other	YPL100W
Autophagy - other	YPL120W
Autophagy - other	YLR240W
Autophagy - other	YBR097W
Autophagy - other	YBR217W
Autophagy - other	YPL149W
Autophagy - other	YHR171W
Autophagy - other	YNR007C
Autophagy - other	YBL078C
Autophagy - other	YNL223W
Autophagy - yeast	YNL098C
Autophagy - yeast	YOR101W
Autophagy - yeast	YJL164C
Autophagy - yeast	YPL203W
Autophagy - yeast	YKL166C
Autophagy - yeast	YKL048C
Autophagy - yeast	YER129W
Autophagy - yeast	YGL179C
Autophagy - yeast	YDR477W
Autophagy - yeast	YGL180W
Autophagy - yeast	YPR185W
Autophagy - yeast	YLR423C
Autophagy - yeast	YDR022C
Autophagy - yeast	YPL166W
Autophagy - yeast	YDL149W
Autophagy - yeast	YNL242W
Autophagy - yeast	YFR021W
Autophagy - yeast	YPL100W
Autophagy - yeast	YLR431C
Autophagy - yeast	YJL178C
Autophagy - yeast	YPR049C
Autophagy - yeast	YDL029W
Autophagy - yeast	YJR065C
Autophagy - yeast	YBR234C
Autophagy - yeast	YNR035C
Autophagy - yeast	YLR370C
Autophagy - yeast	YKL013C
Autophagy - yeast	YIL062C
Autophagy - yeast	YHR205W
Autophagy - yeast	YHR030C
Autophagy - yeast	YDR062W
Autophagy - yeast	YMR296C
Autophagy - yeast	YHR186C
Autophagy - yeast	YJR066W
Autophagy - yeast	YKL203C
Autophagy - yeast	YNL006W
Autophagy - yeast	YMR028W
Autophagy - yeast	YDL134C
Autophagy - yeast	YDL188C
Autophagy - yeast	YPR040W
Autophagy - yeast	YFL033C
Autophagy - yeast	YKL062W
Autophagy - yeast	YMR037C
Autophagy - yeast	YDR283C
Autophagy - yeast	YJR007W
Autophagy - yeast	YEL009C
Autophagy - yeast	YPL031C
Autophagy - yeast	YHR071W
Autophagy - yeast	YDR207C
Autophagy - yeast	YBL078C
Autophagy - yeast	YPL120W
Autophagy - yeast	YBR128C
Autophagy - yeast	YLR211C
Autophagy - yeast	YBR097W
Autophagy - yeast	YLR240W
Autophagy - yeast	YDR173C
Autophagy - yeast	YDR017C
Autophagy - yeast	YJR110W
Autophagy - yeast	YBR217W
Autophagy - yeast	YHR171W
Autophagy - yeast	YLL042C
Autophagy - yeast	YPL149W
Autophagy - yeast	YMR159C
Autophagy - yeast	YNR007C
Autophagy - yeast	YNL223W
Autophagy - yeast	YOR106W
Autophagy - yeast	YGL212W
Autophagy - yeast	YMR197C
Autophagy - yeast	YKL196C
Autophagy - yeast	YBR080C
Autophagy - yeast	YBL050W
Autophagy - yeast	YML001W
Autophagy - yeast	YGL124C
Autophagy - yeast	YBR131W
Autophagy - yeast	YMR231W
Autophagy - yeast	YPL045W
Autophagy - yeast	YLR148W
Autophagy - yeast	YLR396C
Autophagy - yeast	YDR495C
Autophagy - yeast	YAL002W
Autophagy - yeast	YDL077C
Autophagy - yeast	YDR080W
Autophagy - yeast	YGL095C
Autophagy - yeast	YPL154C
Autophagy - yeast	YEL060C
Autophagy - yeast	YOR003W
Autophagy - yeast	YCR068W
Autophagy - yeast	YCL038C
Autophagy - yeast	YNL101W
Autophagy - yeast	YKL146W
Basal transcription factors	YOR194C
Basal transcription factors	YKL058W
Basal transcription factors	YPR086W
Basal transcription factors	YER148W
Basal transcription factors	YGR274C
Basal transcription factors	YCR042C
Basal transcription factors	YMR227C
Basal transcription factors	YML114C
Basal transcription factors	YPL011C
Basal transcription factors	YDR167W
Basal transcription factors	YBR198C
Basal transcription factors	YDR145W
Basal transcription factors	YGL112C
Basal transcription factors	YMR236W
Basal transcription factors	YPL129W
Basal transcription factors	YML015C
Basal transcription factors	YML098W
Basal transcription factors	YDR432W
Basal transcription factors	YKL028W
Basal transcription factors	YKR062W
Basal transcription factors	YGR186W
Basal transcription factors	YGR005C
Basal transcription factors	YDR311W
Basal transcription factors	YLR005W
Basal transcription factors	YPR056W
Basal transcription factors	YPL122C
Basal transcription factors	YIL143C
Basal transcription factors	YER171W
Basal transcription factors	YDR079C-A
Basal transcription factors	YDL108W
Basal transcription factors	YDR460W
Basal transcription factors	YPR025C
Base excision repair	YML060W
Base excision repair	YAL015C
Base excision repair	YOL043C
Base excision repair	YML021C
Base excision repair	YKL114C
Base excision repair	YBR223C
Base excision repair	YOR258W
Base excision repair	YOR330C
Base excision repair	YDL102W
Base excision repair	YJR006W
Base excision repair	YJR043C
Base excision repair	YNL262W
Base excision repair	YPR175W
Base excision repair	YDR121W
Base excision repair	YBR278W
Base excision repair	YJL065C
Base excision repair	YBR088C
Base excision repair	YOR217W
Base excision repair	YJR068W
Base excision repair	YOL094C
Base excision repair	YNL290W
Base excision repair	YBR087W
Base excision repair	YKL113C
Base excision repair	YDL164C
Base excision repair	YER142C
beta-Alanine metabolism	YMR250W
beta-Alanine metabolism	YGR019W
beta-Alanine metabolism	YMR020W
beta-Alanine metabolism	YOR374W
beta-Alanine metabolism	YPL061W
beta-Alanine metabolism	YER073W
beta-Alanine metabolism	YMR110C
beta-Alanine metabolism	YMR169C
beta-Alanine metabolism	YMR170C
beta-Alanine metabolism	YIL145C
beta-Alanine metabolism	YDR036C
beta-Alanine metabolism	YKR009C
beta-Alanine metabolism	YGL205W
Biosynthesis of amino acids	YLL039C
Biosynthesis of amino acids	YIL148W
Biosynthesis of amino acids	YKR094C
Biosynthesis of amino acids	YLR167W
Biosynthesis of amino acids	YKL210W
Biosynthesis of amino acids	YPR180W
Biosynthesis of amino acids	YDR390C
Biosynthesis of amino acids	YPR066W
Biosynthesis of amino acids	YGL058W
Biosynthesis of amino acids	YOR339C
Biosynthesis of amino acids	YDR059C
Biosynthesis of amino acids	YBR082C
Biosynthesis of amino acids	YMR022W
Biosynthesis of amino acids	YEL012W
Biosynthesis of amino acids	YDL064W
Biosynthesis of amino acids	YER100W
Biosynthesis of amino acids	YDR177W
Biosynthesis of amino acids	YLR306W
Biosynthesis of amino acids	YDR092W
Biosynthesis of amino acids	YDR054C
Biosynthesis of amino acids	YGL141W
Biosynthesis of amino acids	YKL010C
Biosynthesis of amino acids	YER125W
Biosynthesis of amino acids	YDR457W
Biosynthesis of amino acids	YDL190C
Biosynthesis of amino acids	YLL036C
Biosynthesis of amino acids	YDR409W
Biosynthesis of amino acids	YOL013C
Biosynthesis of amino acids	YOL133W
Biosynthesis of amino acids	YDL132W
Biosynthesis of amino acids	YDR328C
Biosynthesis of amino acids	YFL009W
Biosynthesis of amino acids	YIL046W
Biosynthesis of amino acids	YJR090C
Biosynthesis of amino acids	YPL046C
Biosynthesis of amino acids	YGR003W
Biosynthesis of amino acids	YDR030C
Biosynthesis of amino acids	YDL008W
Biosynthesis of amino acids	YLR127C
Biosynthesis of amino acids	YGL116W
Biosynthesis of amino acids	YGL003C
Biosynthesis of amino acids	YNL172W
Biosynthesis of amino acids	YBL084C
Biosynthesis of amino acids	YDR118W
Biosynthesis of amino acids	YOR249C
Biosynthesis of amino acids	YKL022C
Biosynthesis of amino acids	YHR166C
Biosynthesis of amino acids	YLR102C
Biosynthesis of amino acids	YGL240W
Biosynthesis of amino acids	YFR036W
Biosynthesis of amino acids	YDR260C
Biosynthesis of cofactors	YLL039C
Biosynthesis of cofactors	YIL148W
Biosynthesis of cofactors	YKR094C
Biosynthesis of cofactors	YLR167W
Biosynthesis of cofactors	YKL210W
Biosynthesis of cofactors	YPR180W
Biosynthesis of cofactors	YDR390C
Biosynthesis of cofactors	YPR066W
Biosynthesis of cofactors	YGL058W
Biosynthesis of cofactors	YOR339C
Biosynthesis of cofactors	YDR059C
Biosynthesis of cofactors	YBR082C
Biosynthesis of cofactors	YMR022W
Biosynthesis of cofactors	YEL012W
Biosynthesis of cofactors	YDL064W
Biosynthesis of cofactors	YER100W
Biosynthesis of cofactors	YDR177W
Biosynthesis of cofactors	YLR306W
Biosynthesis of cofactors	YDR092W
Biosynthesis of cofactors	YDR054C
Biosynthesis of cofactors	YGL141W
Biosynthesis of cofactors	YKL010C
Biosynthesis of cofactors	YER125W
Biosynthesis of cofactors	YDR457W
Biosynthesis of cofactors	YDL190C
Biosynthesis of cofactors	YLL036C
Biosynthesis of cofactors	YDR409W
Biosynthesis of cofactors	YOL013C
Biosynthesis of cofactors	YOL133W
Biosynthesis of cofactors	YDL132W
Biosynthesis of cofactors	YDR328C
Biosynthesis of cofactors	YFL009W
Biosynthesis of cofactors	YIL046W
Biosynthesis of cofactors	YJR090C
Biosynthesis of cofactors	YPL046C
Biosynthesis of cofactors	YGR003W
Biosynthesis of cofactors	YDR030C
Biosynthesis of cofactors	YDL008W
Biosynthesis of cofactors	YLR127C
Biosynthesis of cofactors	YGL116W
Biosynthesis of cofactors	YGL003C
Biosynthesis of cofactors	YNL172W
Biosynthesis of cofactors	YBL084C
Biosynthesis of cofactors	YDR118W
Biosynthesis of cofactors	YOR249C
Biosynthesis of cofactors	YKL022C
Biosynthesis of cofactors	YHR166C
Biosynthesis of cofactors	YLR102C
Biosynthesis of cofactors	YGL240W
Biosynthesis of cofactors	YFR036W
Biosynthesis of cofactors	YDR260C
Biosynthesis of nucleotide sugars	YLL039C
Biosynthesis of nucleotide sugars	YIL148W
Biosynthesis of nucleotide sugars	YKR094C
Biosynthesis of nucleotide sugars	YLR167W
Biosynthesis of nucleotide sugars	YKL210W
Biosynthesis of nucleotide sugars	YPR180W
Biosynthesis of nucleotide sugars	YDR390C
Biosynthesis of nucleotide sugars	YPR066W
Biosynthesis of nucleotide sugars	YGL058W
Biosynthesis of nucleotide sugars	YOR339C
Biosynthesis of nucleotide sugars	YDR059C
Biosynthesis of nucleotide sugars	YBR082C
Biosynthesis of nucleotide sugars	YMR022W
Biosynthesis of nucleotide sugars	YEL012W
Biosynthesis of nucleotide sugars	YDL064W
Biosynthesis of nucleotide sugars	YER100W
Biosynthesis of nucleotide sugars	YDR177W
Biosynthesis of nucleotide sugars	YLR306W
Biosynthesis of nucleotide sugars	YDR092W
Biosynthesis of nucleotide sugars	YDR054C
Biosynthesis of nucleotide sugars	YGL141W
Biosynthesis of nucleotide sugars	YKL010C
Biosynthesis of nucleotide sugars	YER125W
Biosynthesis of nucleotide sugars	YDR457W
Biosynthesis of nucleotide sugars	YDL190C
Biosynthesis of nucleotide sugars	YLL036C
Biosynthesis of nucleotide sugars	YDR409W
Biosynthesis of nucleotide sugars	YOL013C
Biosynthesis of nucleotide sugars	YOL133W
Biosynthesis of nucleotide sugars	YDL132W
Biosynthesis of nucleotide sugars	YDR328C
Biosynthesis of nucleotide sugars	YFL009W
Biosynthesis of nucleotide sugars	YIL046W
Biosynthesis of nucleotide sugars	YJR090C
Biosynthesis of nucleotide sugars	YPL046C
Biosynthesis of nucleotide sugars	YGR003W
Biosynthesis of nucleotide sugars	YDR030C
Biosynthesis of nucleotide sugars	YDL008W
Biosynthesis of nucleotide sugars	YLR127C
Biosynthesis of nucleotide sugars	YGL116W
Biosynthesis of nucleotide sugars	YGL003C
Biosynthesis of nucleotide sugars	YNL172W
Biosynthesis of nucleotide sugars	YBL084C
Biosynthesis of nucleotide sugars	YDR118W
Biosynthesis of nucleotide sugars	YOR249C
Biosynthesis of nucleotide sugars	YKL022C
Biosynthesis of nucleotide sugars	YHR166C
Biosynthesis of nucleotide sugars	YLR102C
Biosynthesis of nucleotide sugars	YGL240W
Biosynthesis of nucleotide sugars	YFR036W
Biosynthesis of nucleotide sugars	YDR260C
Biosynthesis of secondary metabolites	YLL039C
Biosynthesis of secondary metabolites	YIL148W
Biosynthesis of secondary metabolites	YKR094C
Biosynthesis of secondary metabolites	YLR167W
Biosynthesis of secondary metabolites	YKL210W
Biosynthesis of secondary metabolites	YPR180W
Biosynthesis of secondary metabolites	YDR390C
Biosynthesis of secondary metabolites	YPR066W
Biosynthesis of secondary metabolites	YGL058W
Biosynthesis of secondary metabolites	YOR339C
Biosynthesis of secondary metabolites	YDR059C
Biosynthesis of secondary metabolites	YBR082C
Biosynthesis of secondary metabolites	YMR022W
Biosynthesis of secondary metabolites	YEL012W
Biosynthesis of secondary metabolites	YDL064W
Biosynthesis of secondary metabolites	YER100W
Biosynthesis of secondary metabolites	YDR177W
Biosynthesis of secondary metabolites	YLR306W
Biosynthesis of secondary metabolites	YDR092W
Biosynthesis of secondary metabolites	YDR054C
Biosynthesis of secondary metabolites	YGL141W
Biosynthesis of secondary metabolites	YKL010C
Biosynthesis of secondary metabolites	YER125W
Biosynthesis of secondary metabolites	YDR457W
Biosynthesis of secondary metabolites	YDL190C
Biosynthesis of secondary metabolites	YLL036C
Biosynthesis of secondary metabolites	YDR409W
Biosynthesis of secondary metabolites	YOL013C
Biosynthesis of secondary metabolites	YOL133W
Biosynthesis of secondary metabolites	YDL132W
Biosynthesis of secondary metabolites	YDR328C
Biosynthesis of secondary metabolites	YFL009W
Biosynthesis of secondary metabolites	YIL046W
Biosynthesis of secondary metabolites	YJR090C
Biosynthesis of secondary metabolites	YPL046C
Biosynthesis of secondary metabolites	YGR003W
Biosynthesis of secondary metabolites	YDR030C
Biosynthesis of secondary metabolites	YDL008W
Biosynthesis of secondary metabolites	YLR127C
Biosynthesis of secondary metabolites	YGL116W
Biosynthesis of secondary metabolites	YGL003C
Biosynthesis of secondary metabolites	YNL172W
Biosynthesis of secondary metabolites	YBL084C
Biosynthesis of secondary metabolites	YDR118W
Biosynthesis of secondary metabolites	YOR249C
Biosynthesis of secondary metabolites	YKL022C
Biosynthesis of secondary metabolites	YHR166C
Biosynthesis of secondary metabolites	YLR102C
Biosynthesis of secondary metabolites	YGL240W
Biosynthesis of secondary metabolites	YFR036W
Biosynthesis of secondary metabolites	YDR260C
Biosynthesis of unsaturated fatty acids	YCR034W
Biosynthesis of unsaturated fatty acids	YJL196C
Biosynthesis of unsaturated fatty acids	YLR372W
Biosynthesis of unsaturated fatty acids	YBR159W
Biosynthesis of unsaturated fatty acids	YJL097W
Biosynthesis of unsaturated fatty acids	YDL015C
Biosynthesis of unsaturated fatty acids	YGL055W
Biosynthesis of unsaturated fatty acids	YGL205W
Biosynthesis of unsaturated fatty acids	YIL160C
Biosynthesis of unsaturated fatty acids	YJR019C
Biosynthesis of various plant secondary metabolites	YLR180W
Biosynthesis of various plant secondary metabolites	YDR502C
Biosynthesis of various plant secondary metabolites	YDR127W
Biotin metabolism	YER061C
Biotin metabolism	YKL055C
Biotin metabolism	YNR058W
Biotin metabolism	YNR057C
Biotin metabolism	YGR286C
Biotin metabolism	YDL141W
Butanoate metabolism	YPL028W
Butanoate metabolism	YMR250W
Butanoate metabolism	YGR019W
Butanoate metabolism	YBR006W
Butanoate metabolism	YML126C
Butanoate metabolism	YMR108W
Butanoate metabolism	YCL009C
Butanoate metabolism	YAL060W
Butanoate metabolism	YAL061W
C5-Branched dibasic acid metabolism	YMR108W
C5-Branched dibasic acid metabolism	YCL009C
C5-Branched dibasic acid metabolism	YCL018W
Carbapenem biosynthesis	YDR300C
Carbapenem biosynthesis	YHR033W
Carbapenem biosynthesis	YOR323C
Carbon metabolism	YLL039C
Carbon metabolism	YIL148W
Carbon metabolism	YKR094C
Carbon metabolism	YLR167W
Carbon metabolism	YKL210W
Carbon metabolism	YPR180W
Carbon metabolism	YDR390C
Carbon metabolism	YPR066W
Carbon metabolism	YGL058W
Carbon metabolism	YOR339C
Carbon metabolism	YDR059C
Carbon metabolism	YBR082C
Carbon metabolism	YMR022W
Carbon metabolism	YEL012W
Carbon metabolism	YDL064W
Carbon metabolism	YER100W
Carbon metabolism	YDR177W
Carbon metabolism	YLR306W
Carbon metabolism	YDR092W
Carbon metabolism	YDR054C
Carbon metabolism	YGL141W
Carbon metabolism	YKL010C
Carbon metabolism	YER125W
Carbon metabolism	YDR457W
Carbon metabolism	YDL190C
Carbon metabolism	YLL036C
Carbon metabolism	YDR409W
Carbon metabolism	YOL013C
Carbon metabolism	YOL133W
Carbon metabolism	YDL132W
Carbon metabolism	YDR328C
Carbon metabolism	YFL009W
Carbon metabolism	YIL046W
Carbon metabolism	YJR090C
Carbon metabolism	YPL046C
Carbon metabolism	YGR003W
Carbon metabolism	YDR030C
Carbon metabolism	YDL008W
Carbon metabolism	YLR127C
Carbon metabolism	YGL116W
Carbon metabolism	YGL003C
Carbon metabolism	YNL172W
Carbon metabolism	YBL084C
Carbon metabolism	YDR118W
Carbon metabolism	YOR249C
Carbon metabolism	YKL022C
Carbon metabolism	YHR166C
Carbon metabolism	YLR102C
Carbon metabolism	YGL240W
Carbon metabolism	YFR036W
Carbon metabolism	YDR260C
Cell cycle	YAL040C
Cell cycle	YBR160W
Cell cycle	YER111C
Cell cycle	YLR182W
Cell cycle	YMR199W
Cell cycle	YPL256C
Cell cycle	YLR079W
Cell cycle	YDL056W
Cell cycle	YGR109C
Cell cycle	YPR120C
Cell cycle	YJL194W
Cell cycle	YML065W
Cell cycle	YBR060C
Cell cycle	YLL004W
Cell cycle	YPR162C
Cell cycle	YNL261W
Cell cycle	YHR118C
Cell cycle	YBL023C
Cell cycle	YEL032W
Cell cycle	YPR019W
Cell cycle	YLR274W
Cell cycle	YGL201C
Cell cycle	YBR202W
Cell cycle	YJR046W
Cell cycle	YDL017W
Cell cycle	YDR052C
Cell cycle	YLR103C
Cell cycle	YMR043W
Cell cycle	YML027W
Cell cycle	YDR451C
Cell cycle	YOR083W
Cell cycle	YBL016W
Cell cycle	YGR040W
Cell cycle	YJL157C
Cell cycle	YNL172W
Cell cycle	YLR127C
Cell cycle	YBL084C
Cell cycle	YDR118W
Cell cycle	YOR249C
Cell cycle	YKL022C
Cell cycle	YHR166C
Cell cycle	YLR102C
Cell cycle	YGL240W
Cell cycle	YDL008W
Cell cycle	YFR036W
Cell cycle	YDR260C
Cell cycle	YGL116W
Cell cycle	YDR328C
Cell cycle	YDL132W
Cell cycle	YOL133W
Cell cycle	YJR090C
Cell cycle	YFL009W
Cell cycle	YNL289W
Cell cycle	YDL127W
Cell cycle	YDL179W
Cell cycle	YPL031C
Cell cycle	YGR233C
Cell cycle	YOL001W
Cell cycle	YFR034C
Cell cycle	YDL106C
Cell cycle	YAR071W
Cell cycle	YBR093C
Cell cycle	YHR215W
Cell cycle	YDL155W
Cell cycle	YLR210W
Cell cycle	YDL028C
Cell cycle	YGL086W
Cell cycle	YJL030W
Cell cycle	YJL013C
Cell cycle	YGR188C
Cell cycle	YOR026W
Cell cycle	YGR113W
Cell cycle	YBR274W
Cell cycle	YDR113C
Cell cycle	YGR098C
Cell cycle	YOR195W
Cell cycle	YGL190C
Cell cycle	YDL134C
Cell cycle	YDL188C
Cell cycle	YAL016W
Cell cycle	YHR152W
Cell cycle	YDR110W
Cell cycle	YJL076W
Cell cycle	YMR001C
Cell cycle	YJR053W
Cell cycle	YMR055C
Cell cycle	YAL024C
Cell cycle	YML064C
Cell cycle	YAR019C
Cell cycle	YGR092W
Cell cycle	YPR111W
Cell cycle	YIL106W
Cell cycle	YFR028C
Cell cycle	YDR146C
Cell cycle	YGL003C
Cell cycle	YGR108W
Cell cycle	YPR119W
Cell cycle	YMR036C
Cell cycle	YFL029C
Cell cycle	YBR135W
Cell cycle	YJL187C
Cell cycle	YIL046W
Cell cycle	YCL024W
Cell cycle	YKL101W
Cell cycle	YBR133C
Cell cycle	YDR507C
Cell cycle	YLR288C
Cell cycle	YPL194W
Cell cycle	YOR368W
Cell cycle	YER173W
Cell cycle	YBR136W
Cell cycle	YDR499W
Cell cycle	YDR217C
Cell cycle	YCL061C
Cell cycle	YPL153C
Cell cycle	YDL101C
Cell cycle	YLR176C
Cell cycle	YBR112C
Cell cycle	YCR084C
Cell cycle	YFL008W
Cell cycle	YJL074C
Cell cycle	YDL003W
Cell cycle	YIL026C
Cell cycle	YDR180W
Cell cycle	YER147C
Cell cycle	YFR031C
Cell cycle	YLR086W
Cell cycle	YBL097W
Cell cycle	YLR272C
Cell cycle	YDR325W
Citrate cycle (TCA cycle)	YCR005C
Citrate cycle (TCA cycle)	YNR001C
Citrate cycle (TCA cycle)	YPR001W
Citrate cycle (TCA cycle)	YLR304C
Citrate cycle (TCA cycle)	YNL009W
Citrate cycle (TCA cycle)	YDL066W
Citrate cycle (TCA cycle)	YLR174W
Citrate cycle (TCA cycle)	YOR136W
Citrate cycle (TCA cycle)	YNL037C
Citrate cycle (TCA cycle)	YIL125W
Citrate cycle (TCA cycle)	YDR148C
Citrate cycle (TCA cycle)	YFL018C
Citrate cycle (TCA cycle)	YOR142W
Citrate cycle (TCA cycle)	YGR244C
Citrate cycle (TCA cycle)	YJL045W
Citrate cycle (TCA cycle)	YKL148C
Citrate cycle (TCA cycle)	YLL041C
Citrate cycle (TCA cycle)	YMR118C
Citrate cycle (TCA cycle)	YKL141W
Citrate cycle (TCA cycle)	YLR164W
Citrate cycle (TCA cycle)	YDR178W
Citrate cycle (TCA cycle)	YPL262W
Citrate cycle (TCA cycle)	YKL085W
Citrate cycle (TCA cycle)	YOL126C
Citrate cycle (TCA cycle)	YDL078C
Citrate cycle (TCA cycle)	YGL062W
Citrate cycle (TCA cycle)	YBR218C
Citrate cycle (TCA cycle)	YKR097W
Citrate cycle (TCA cycle)	YER178W
Citrate cycle (TCA cycle)	YBR221C
Citrate cycle (TCA cycle)	YNL071W
Cyanoamino acid metabolism	YIL164C
Cyanoamino acid metabolism	YLR299W
Cyanoamino acid metabolism	YDR321W
Cyanoamino acid metabolism	YLR155C
Cyanoamino acid metabolism	YLR157C
Cyanoamino acid metabolism	YLR158C
Cyanoamino acid metabolism	YLR160C
Cyanoamino acid metabolism	YBR263W
Cyanoamino acid metabolism	YLR058C
Cysteine and methionine metabolism	YGR012W
Cysteine and methionine metabolism	YLR303W
Cysteine and methionine metabolism	YAL012W
Cysteine and methionine metabolism	YFR055W
Cysteine and methionine metabolism	YGL184C
Cysteine and methionine metabolism	YGR155W
Cysteine and methionine metabolism	YPL273W
Cysteine and methionine metabolism	YLL062C
Cysteine and methionine metabolism	YER091C
Cysteine and methionine metabolism	YLR180W
Cysteine and methionine metabolism	YDR502C
Cysteine and methionine metabolism	YOL052C
Cysteine and methionine metabolism	YPR069C
Cysteine and methionine metabolism	YLR146C
Cysteine and methionine metabolism	YLR017W
Cysteine and methionine metabolism	YPR118W
Cysteine and methionine metabolism	YJR024C
Cysteine and methionine metabolism	YEL038W
Cysteine and methionine metabolism	YMR009W
Cysteine and methionine metabolism	YGL202W
Cysteine and methionine metabolism	YKL069W
Cysteine and methionine metabolism	YER043C
Cysteine and methionine metabolism	YER052C
Cysteine and methionine metabolism	YDR158W
Cysteine and methionine metabolism	YJR139C
Cysteine and methionine metabolism	YNL277W
Cysteine and methionine metabolism	YJR130C
Cysteine and methionine metabolism	YML082W
Cysteine and methionine metabolism	YLL058W
Cysteine and methionine metabolism	YHR208W
Cysteine and methionine metabolism	YJR148W
Cysteine and methionine metabolism	YJL101C
Cysteine and methionine metabolism	YOL049W
Cysteine and methionine metabolism	YLR027C
Cysteine and methionine metabolism	YKL106W
Cysteine and methionine metabolism	YOR251C
Cysteine and methionine metabolism	YKL085W
Cysteine and methionine metabolism	YOL126C
Cysteine and methionine metabolism	YDL078C
Cysteine and methionine metabolism	YCL064C
Cysteine and methionine metabolism	YER081W
Cysteine and methionine metabolism	YIL074C
Cysteine and methionine metabolism	YOR184W
Cytoskeleton in muscle cells	YHR023W
Cytoskeleton in muscle cells	YKL007W
Cytoskeleton in muscle cells	YIL034C
Cytoskeleton in muscle cells	YMR323W
Cytoskeleton in muscle cells	YGR254W
Cytoskeleton in muscle cells	YHR174W
Cytoskeleton in muscle cells	YOR393W
Cytoskeleton in muscle cells	YPL281C
Cytoskeleton in muscle cells	YML035C
D-Amino acid metabolism	YGL196W
D-Amino acid metabolism	YPR193C
D-Amino acid metabolism	YEL066W
DNA replication	YMR234W
DNA replication	YAR007C
DNA replication	YBR088C
DNA replication	YHR164C
DNA replication	YKL113C
DNA replication	YDL164C
DNA replication	YNL102W
DNA replication	YBL035C
DNA replication	YIR008C
DNA replication	YKL045W
DNA replication	YDL102W
DNA replication	YJR006W
DNA replication	YJR043C
DNA replication	YNL262W
DNA replication	YPR175W
DNA replication	YDR121W
DNA replication	YBR278W
DNA replication	YJL065C
DNA replication	YBL023C
DNA replication	YEL032W
DNA replication	YPR019W
DNA replication	YLR274W
DNA replication	YGL201C
DNA replication	YBR202W
DNA replication	YNL312W
DNA replication	YOR217W
DNA replication	YJR068W
DNA replication	YOL094C
DNA replication	YNL290W
DNA replication	YBR087W
DNA replication	YNL072W
Efferocytosis	YOR171C
Efferocytosis	YLR260W
Efferocytosis	YBL016W
Efferocytosis	YGR040W
Efferocytosis	YLR113W
Efferocytosis	YBR276C
Efferocytosis	YAL026C
Efferocytosis	YNL323W
Efferocytosis	YCR094W
Efferocytosis	YKR014C
Efferocytosis	YOR089C
Efferocytosis	YDR495C
Efferocytosis	YAL002W
Efferocytosis	YMR231W
Efferocytosis	YPL045W
Efferocytosis	YLR148W
Efferocytosis	YLR396C
Efferocytosis	YDL077C
Efferocytosis	YDR080W
Efferocytosis	YML001W
Efferocytosis	YOL092W
Efferocytosis	YDR352W
Efferocytosis	YBR147W
Efferocytosis	YPL111W
Efferocytosis	YKL184W
Efferocytosis	YEL024W
Efferocytosis	YKL140W
Endocytosis	YOR094W
Endocytosis	YDR208W
Endocytosis	YKR031C
Endocytosis	YGL206C
Endocytosis	YBL037W
Endocytosis	YJR005W
Endocytosis	YOL062C
Endocytosis	YJR058C
Endocytosis	YDR388W
Endocytosis	YLR206W
Endocytosis	YDL161W
Endocytosis	YJR125C
Endocytosis	YDR153C
Endocytosis	YBL047C
Endocytosis	YER125W
Endocytosis	YOR181W
Endocytosis	YDL029W
Endocytosis	YJR065C
Endocytosis	YBR234C
Endocytosis	YNR035C
Endocytosis	YLR370C
Endocytosis	YKL013C
Endocytosis	YIL062C
Endocytosis	YLL024C
Endocytosis	YAL005C
Endocytosis	YER103W
Endocytosis	YBL075C
Endocytosis	YNL209W
Endocytosis	YDL229W
Endocytosis	YKL007W
Endocytosis	YIL034C
Endocytosis	YHR012W
Endocytosis	YJL053W
Endocytosis	YJL154C
Endocytosis	YOR357C
Endocytosis	YDR069C
Endocytosis	YER144C
Endocytosis	YML001W
Endocytosis	YNR006W
Endocytosis	YHL002W
Endocytosis	YCL008C
Endocytosis	YGR206W
Endocytosis	YPL065W
Endocytosis	YPL002C
Endocytosis	YLR417W
Endocytosis	YJR102C
Endocytosis	YMR077C
Endocytosis	YLR025W
Endocytosis	YKL041W
Endocytosis	YKL002W
Endocytosis	YJL049W
Endocytosis	YPR173C
Endocytosis	YLR181C
Endocytosis	YKR035W-A
Endocytosis	YDR486C
Endocytosis	YNL265C
Endocytosis	YOR275C
Endocytosis	YOR069W
Endocytosis	YPR165W
Endocytosis	YKR014C
Endocytosis	YOR089C
Endocytosis	YDR323C
Endocytosis	YGL095C
Endocytosis	YJL036W
Endocytosis	YFL005W
Endocytosis	YGL210W
